"eudract_number","double_blind","single_blind","open","randomised","crossover","parallel_group","controlled","arms"
"2009-017775-19","No","No","Yes","No","No","No","No","1"
"2009-017946-30","Yes","No","No","Yes","No","Yes","Yes","2+"
"2009-017946-30","Yes","No","No","Yes","No","Yes","Yes","2+"
"2009-017946-30","Yes","No","No","Yes","No","Yes","Yes","2+"
"2009-017946-30","Yes","No","No","Yes","No","Yes","Yes","2+"
"2009-017946-30","Yes","No","No","Yes","No","Yes","Yes","2+"
"2009-017946-30","Yes","No","No","Yes","No","Yes","Yes","2+"
"2009-017946-30","Yes","No","No","Yes","No","Yes","Yes","2+"
"2009-017946-30","Yes","No","No","Yes","No","Yes","Yes","2+"
"2009-017946-30","Yes","No","No","Yes","No","Yes","Yes","2+"
"2009-017946-30","Yes","No","No","Yes","No","Yes","Yes","2+"
"2009-017946-30","Yes","No","No","Yes","No","Yes","Yes","2+"
"2009-017946-30","Yes","No","No","Yes","No","Yes","Yes","2+"
"2009-017946-30","Yes","No","No","Yes","No","Yes","Yes","2+"
"2009-018015-11","No","No","Yes","Yes","No","Yes","Yes","2+"
"2009-018015-11","No","No","Yes","Yes","No","Yes","Yes","2+"
"2009-018015-11","No","No","Yes","Yes","No","Yes","Yes","2+"
"2009-018015-11","No","No","Yes","Yes","No","Yes","Yes","2+"
"2009-018015-11","No","No","Yes","Yes","No","Yes","Yes","2+"
"2009-018015-11","No","No","Yes","Yes","No","Yes","Yes","2+"
"2009-018072-33","No","No","Yes","No","No","No","No","2+"
"2010-018370-21","No","No","Yes","No","No","No","No","1"
"2010-018534-44","Yes","No","No","Yes","No","Yes","Yes","2+"
"2010-018534-44","Yes","No","No","Yes","No","Yes","Yes","2+"
"2010-018534-44","Yes","No","No","Yes","No","Yes","Yes","2+"
"2010-018534-44","Yes","No","No","Yes","No","Yes","Yes","2+"
"2010-019287-37","No","Yes","No","Yes","No","Yes","Yes","2+"
"2010-019287-37","No","Yes","No","Yes","No","Yes","Yes","2+"
"2010-019287-37","No","Yes","No","Yes","No","Yes","Yes","2+"
"2010-019287-37","No","Yes","No","Yes","No","Yes","Yes","2+"
"2010-019287-37","No","Yes","No","Yes","No","Yes","Yes","2+"
"2010-019318-26","Yes","No","No","Yes","No","Yes","Yes","2+"
"2010-019318-26","Yes","No","No","Yes","No","Yes","Yes","2+"
"2010-019318-26","Yes","No","No","Yes","No","Yes","Yes","2+"
"2010-019318-26","Yes","No","No","Yes","No","Yes","Yes","2+"
"2010-019318-26","Yes","No","No","Yes","No","Yes","Yes","2+"
"2010-019318-26","Yes","No","No","Yes","No","Yes","Yes","2+"
"2010-019318-26","Yes","No","No","Yes","No","Yes","Yes","2+"
"2010-019318-26","Yes","No","No","Yes","No","Yes","Yes","2+"
"2010-019318-26","Yes","No","No","Yes","No","Yes","Yes","2+"
"2010-019318-26","Yes","No","No","Yes","No","Yes","Yes","2+"
"2010-019318-26","Yes","No","No","Yes","No","Yes","Yes","2+"
"2010-019318-26","Yes","No","No","Yes","No","Yes","Yes","2+"
"2010-019318-26","Yes","No","No","Yes","No","Yes","Yes","2+"
"2010-019340-40","No","No","Yes","Yes","No","Yes","Yes","2+"
"2010-019340-40","No","No","Yes","Yes","No","Yes","Yes","2+"
"2010-019340-40","No","No","Yes","Yes","No","Yes","Yes","2+"
"2010-019340-40","No","No","Yes","Yes","No","Yes","Yes","2+"
"2010-019340-40","No","No","Yes","Yes","No","Yes","Yes","2+"
"2010-019340-40","No","No","Yes","Yes","No","Yes","Yes","2+"
"2010-019340-40","No","No","Yes","Yes","No","Yes","Yes","2+"
"2010-019340-40","No","No","Yes","Yes","No","Yes","Yes","2+"
"2010-019340-40","No","No","Yes","Yes","No","Yes","Yes","2+"
"2010-019340-40","No","No","Yes","Yes","No","Yes","Yes","2+"
"2010-019340-40","No","No","Yes","Yes","No","Yes","Yes","2+"
"2010-019347-18","No","No","Yes","Yes","No","Yes","Yes","2+"
"2010-019439-37","Yes","No","No","Yes","No","Yes","Yes","2+"
"2010-019632-12","No","No","Yes","Yes","No","Yes","Yes","2+"
"2010-019748-38","No","No","Yes","No","No","No","No","2+"
"2010-020122-18","Yes","No","No","Yes","No","Yes","Yes","2+"
"2010-020122-18","Yes","No","No","Yes","No","Yes","Yes","2+"
"2010-020122-18","Yes","No","No","Yes","No","Yes","Yes","2+"
"2010-020122-18","Yes","No","No","Yes","No","Yes","Yes","2+"
"2010-020122-18","Yes","No","No","Yes","No","Yes","Yes","2+"
"2010-020122-18","Yes","No","No","Yes","No","Yes","Yes","2+"
"2010-020122-18","Yes","No","No","Yes","No","Yes","Yes","2+"
"2010-020386-24","Yes","No","No","Yes","No","Yes","Yes","2+"
"2010-020386-24","Yes","No","No","Yes","No","Yes","Yes","2+"
"2010-020386-24","Yes","No","No","Yes","No","Yes","Yes","2+"
"2010-020386-24","Yes","No","No","Yes","No","Yes","Yes","2+"
"2010-020386-24","Yes","No","No","Yes","No","Yes","Yes","2+"
"2010-020386-24","Yes","No","No","Yes","No","Yes","Yes","2+"
"2010-020601-32","Yes","No","No","Yes","No","No","Yes","2+"
"2010-020601-32","Yes","No","No","Yes","No","No","Yes","2+"
"2010-020601-32","Yes","No","No","Yes","No","No","Yes","2+"
"2010-020601-32","Yes","No","No","Yes","No","No","Yes","2+"
"2010-020601-32","Yes","No","No","Yes","No","No","Yes","2+"
"2010-020601-32","Yes","No","No","Yes","No","No","Yes","2+"
"2010-020601-32","Yes","No","No","Yes","No","No","Yes","2+"
"2010-020601-32","Yes","No","No","Yes","No","No","Yes","2+"
"2010-020601-32","Yes","No","No","Yes","No","No","Yes","2+"
"2010-020601-32","Yes","No","No","Yes","No","No","Yes","2+"
"2010-020601-32","Yes","No","No","Yes","No","No","Yes","2+"
"2010-020601-32","Yes","No","No","Yes","No","No","Yes","2+"
"2010-020814-27","No","No","Yes","Yes","No","Yes","Yes","2+"
"2010-020814-27","No","No","Yes","Yes","No","Yes","Yes","2+"
"2010-020814-27","No","No","Yes","Yes","No","Yes","Yes","2+"
"2010-020814-27","No","No","Yes","Yes","No","Yes","Yes","2+"
"2010-020814-27","No","No","Yes","Yes","No","Yes","Yes","2+"
"2010-020821-41","Yes","No","No","Yes","No","Yes","Yes","2+"
"2010-020821-41","Yes","No","No","Yes","No","Yes","Yes","2+"
"2010-020821-41","Yes","No","No","Yes","No","Yes","Yes","2+"
"2010-020821-41","Yes","No","No","Yes","No","Yes","Yes","2+"
"2010-020821-41","Yes","No","No","Yes","No","Yes","Yes","2+"
"2010-020821-41","Yes","No","No","Yes","No","Yes","Yes","2+"
"2010-020821-41","Yes","No","No","Yes","No","Yes","Yes","2+"
"2010-020821-41","Yes","No","No","Yes","No","Yes","Yes","2+"
"2010-020821-41","Yes","No","No","Yes","No","Yes","Yes","2+"
"2010-020821-41","Yes","No","No","Yes","No","Yes","Yes","2+"
"2010-020821-41","Yes","No","No","Yes","No","Yes","Yes","2+"
"2010-020821-41","Yes","No","No","Yes","No","Yes","Yes","2+"
"2010-021113-23","Yes","No","No","Yes","No","Yes","Yes","2+"
"2010-021113-23","Yes","No","No","Yes","No","Yes","Yes","2+"
"2010-021113-23","Yes","No","No","Yes","No","Yes","Yes","2+"
"2010-021113-23","Yes","No","No","Yes","No","Yes","Yes","2+"
"2010-021113-23","Yes","No","No","Yes","No","Yes","Yes","2+"
"2010-021113-23","Yes","No","No","Yes","No","Yes","Yes","2+"
"2010-021113-23","Yes","No","No","Yes","No","Yes","Yes","2+"
"2010-021174-11","Yes","No","No","Yes","No","Yes","Yes","2+"
"2010-021174-11","Yes","No","No","Yes","No","Yes","Yes","2+"
"2010-021174-11","Yes","No","No","Yes","No","Yes","Yes","2+"
"2010-021174-11","Yes","No","No","Yes","No","Yes","Yes","2+"
"2010-021174-11","Yes","No","No","Yes","No","Yes","Yes","2+"
"2010-021174-11","Yes","No","No","Yes","No","Yes","Yes","2+"
"2010-021174-11","Yes","No","No","Yes","No","Yes","Yes","2+"
"2010-021174-11","Yes","No","No","Yes","No","Yes","Yes","2+"
"2010-021287-16","No","No","Yes","No","No","No","No","1"
"2010-021287-16","No","No","Yes","No","No","No","No","1"
"2010-021370-11","No","No","Yes","No","No","No","No","1"
"2010-021434-55","No","No","Yes","No","No","Yes","No","2+"
"2010-021434-55","No","No","Yes","No","No","Yes","No","2+"
"2010-021434-55","No","No","Yes","No","No","Yes","No","2+"
"2010-021434-55","No","No","Yes","No","No","Yes","No","2+"
"2010-021434-55","No","No","Yes","No","No","Yes","No","2+"
"2010-021434-55","No","No","Yes","No","No","Yes","No","2+"
"2010-021434-55","No","No","Yes","No","No","Yes","No","2+"
"2010-021821-10","No","No","Yes","Yes","No","Yes","Yes","2+"
"2010-021868-15","Yes","No","No","Yes","No","Yes","Yes","2+"
"2010-021868-15","Yes","No","No","Yes","No","Yes","Yes","2+"
"2010-021868-15","Yes","No","No","Yes","No","Yes","Yes","2+"
"2010-022064-12","No","No","Yes","Yes","No","Yes","Yes","2+"
"2010-022064-12","No","No","Yes","Yes","No","Yes","Yes","2+"
"2010-022064-12","No","No","Yes","Yes","No","Yes","Yes","2+"
"2010-022064-12","No","No","Yes","Yes","No","Yes","Yes","2+"
"2010-022064-12","No","No","Yes","Yes","No","Yes","Yes","2+"
"2010-022064-12","No","No","Yes","Yes","No","Yes","Yes","2+"
"2010-022064-12","No","No","Yes","Yes","No","Yes","Yes","2+"
"2010-022064-12","No","No","Yes","Yes","No","Yes","Yes","2+"
"2010-022064-12","No","No","Yes","Yes","No","Yes","Yes","2+"
"2010-022163-35","No","No","Yes","Yes","No","Yes","Yes","2+"
"2010-022163-35","No","No","Yes","Yes","No","Yes","Yes","2+"
"2010-022163-35","No","No","Yes","Yes","No","Yes","Yes","2+"
"2010-022163-35","No","No","Yes","Yes","No","Yes","Yes","2+"
"2010-022163-35","No","No","Yes","Yes","No","Yes","Yes","2+"
"2010-022163-35","No","No","Yes","Yes","No","Yes","Yes","2+"
"2010-022163-35","No","No","Yes","Yes","No","Yes","Yes","2+"
"2010-022163-35","No","No","Yes","Yes","No","Yes","Yes","2+"
"2010-022388-37","No","No","Yes","No","No","No","No","1"
"2010-022459-45","No","No","Yes","Yes","No","Yes","Yes","2+"
"2010-022459-45","No","No","Yes","Yes","No","Yes","Yes","2+"
"2010-022459-45","No","No","Yes","Yes","No","Yes","Yes","2+"
"2010-022459-45","No","No","Yes","Yes","No","Yes","Yes","2+"
"2010-022459-45","No","No","Yes","Yes","No","Yes","Yes","2+"
"2010-022579-68","Yes","No","No","Yes","No","Yes","Yes","2+"
"2010-022758-18","Yes","No","No","Yes","No","Yes","Yes","2+"
"2010-022758-18","Yes","No","No","Yes","No","Yes","Yes","2+"
"2010-022758-18","Yes","No","No","Yes","No","Yes","Yes","2+"
"2010-022758-18","Yes","No","No","Yes","No","Yes","Yes","2+"
"2010-022758-18","Yes","No","No","Yes","No","Yes","Yes","2+"
"2010-022758-18","Yes","No","No","Yes","No","Yes","Yes","2+"
"2010-022758-18","Yes","No","No","Yes","No","Yes","Yes","2+"
"2010-022758-18","Yes","No","No","Yes","No","Yes","Yes","2+"
"2010-022758-18","Yes","No","No","Yes","No","Yes","Yes","2+"
"2010-022758-18","Yes","No","No","Yes","No","Yes","Yes","2+"
"2010-022758-18","Yes","No","No","Yes","No","Yes","Yes","2+"
"2010-022872-30","Yes","No","No","Yes","No","Yes","Yes","2+"
"2010-022872-30","Yes","No","No","Yes","No","Yes","Yes","2+"
"2010-022872-30","Yes","No","No","Yes","No","Yes","Yes","2+"
"2010-022872-30","Yes","No","No","Yes","No","Yes","Yes","2+"
"2010-022872-30","Yes","No","No","Yes","No","Yes","Yes","2+"
"2010-022872-30","Yes","No","No","Yes","No","Yes","Yes","2+"
"2010-022872-30","Yes","No","No","Yes","No","Yes","Yes","2+"
"2010-022872-30","Yes","No","No","Yes","No","Yes","Yes","2+"
"2010-022923-31","Yes","No","No","Yes","No","Yes","Yes","2+"
"2010-022923-31","Yes","No","No","Yes","No","Yes","Yes","2+"
"2010-022923-31","Yes","No","No","Yes","No","Yes","Yes","2+"
"2010-023409-37","No","No","Yes","Yes","No","Yes","Yes","2+"
"2010-023409-37","No","No","Yes","Yes","No","Yes","Yes","2+"
"2010-023427-18","No","No","Yes","Yes","No","Yes","Yes","2+"
"2010-023526-21","No","No","Yes","No","No","No","No","1"
"2010-023526-21","No","No","Yes","No","No","No","No","1"
"2010-023526-21","No","No","Yes","No","No","No","No","1"
"2010-023526-21","No","No","Yes","No","No","No","No","1"
"2010-023526-21","No","No","Yes","No","No","No","No","1"
"2010-023526-21","No","No","Yes","No","No","No","No","1"
"2010-023526-21","No","No","Yes","No","No","No","No","1"
"2010-023744-33","Yes","No","No","Yes","No","Yes","Yes","2+"
"2010-023744-33","Yes","No","No","Yes","No","Yes","Yes","2+"
"2010-023775-25","Yes","No","No","Yes","No","Yes","Yes","2+"
"2010-023775-25","Yes","No","No","Yes","No","Yes","Yes","2+"
"2010-023775-25","Yes","No","No","Yes","No","Yes","Yes","2+"
"2010-023775-25","Yes","No","No","Yes","No","Yes","Yes","2+"
"2010-023775-25","Yes","No","No","Yes","No","Yes","Yes","2+"
"2010-023775-25","Yes","No","No","Yes","No","Yes","Yes","2+"
"2010-023775-25","Yes","No","No","Yes","No","Yes","Yes","2+"
"2010-024132-41","No","No","Yes","Yes","No","Yes","Yes","2+"
"2010-024132-41","No","No","Yes","Yes","No","Yes","Yes","2+"
"2010-024132-41","No","No","Yes","Yes","No","Yes","Yes","2+"
"2010-024132-41","No","No","Yes","Yes","No","Yes","Yes","2+"
"2010-024132-41","No","No","Yes","Yes","No","Yes","Yes","2+"
"2010-024132-41","No","No","Yes","Yes","No","Yes","Yes","2+"
"2010-024132-41","No","No","Yes","Yes","No","Yes","Yes","2+"
"2010-024132-41","No","No","Yes","Yes","No","Yes","Yes","2+"
"2010-024132-41","No","No","Yes","Yes","No","Yes","Yes","2+"
"2010-024132-41","No","No","Yes","Yes","No","Yes","Yes","2+"
"2010-024262-22","No","No","Yes","Yes","No","Yes","Yes","2+"
"2010-024262-22","No","No","Yes","Yes","No","Yes","Yes","2+"
"2010-024300-10","Yes","No","No","Yes","No","Yes","Yes","2+"
"2010-024311-13","Yes","No","No","Yes","No","Yes","Yes","2+"
"2010-024311-13","Yes","No","No","Yes","No","Yes","Yes","2+"
"2010-024311-13","Yes","No","No","Yes","No","Yes","Yes","2+"
"2010-024311-13","Yes","No","No","Yes","No","Yes","Yes","2+"
"2010-024311-13","Yes","No","No","Yes","No","Yes","Yes","2+"
"2010-024332-42","Yes","No","No","Yes","No","Yes","Yes","2+"
"2010-024332-42","Yes","No","No","Yes","No","Yes","Yes","2+"
"2010-024332-42","Yes","No","No","Yes","No","Yes","Yes","2+"
"2010-024332-42","Yes","No","No","Yes","No","Yes","Yes","2+"
"2010-024332-42","Yes","No","No","Yes","No","Yes","Yes","2+"
"2010-024332-42","Yes","No","No","Yes","No","Yes","Yes","2+"
"2010-024332-42","Yes","No","No","Yes","No","Yes","Yes","2+"
"2010-024332-42","Yes","No","No","Yes","No","Yes","Yes","2+"
"2010-024355-85","Yes","No","No","Yes","No","Yes","Yes","2+"
"2010-024355-85","Yes","No","No","Yes","No","Yes","Yes","2+"
"2010-024355-85","Yes","No","No","Yes","No","Yes","Yes","2+"
"2010-024355-85","Yes","No","No","Yes","No","Yes","Yes","2+"
"2010-024355-85","Yes","No","No","Yes","No","Yes","Yes","2+"
"2010-024379-15","No","No","Yes","Yes","No","Yes","Yes","2+"
"2010-024473-39","No","No","Yes","No","No","No","No","1"
"2010-024473-39","No","No","Yes","No","No","No","No","1"
"2010-024473-39","No","No","Yes","No","No","No","No","1"
"2010-024473-39","No","No","Yes","No","No","No","No","1"
"2010-024473-39","No","No","Yes","No","No","No","No","1"
"2010-024473-39","No","No","Yes","No","No","No","No","1"
"2010-024473-39","No","No","Yes","No","No","No","No","1"
"2010-024473-39","No","No","Yes","No","No","No","No","1"
"2010-024473-39","No","No","Yes","No","No","No","No","1"
"2010-024473-39","No","No","Yes","No","No","No","No","1"
"2010-024473-39","No","No","Yes","No","No","No","No","1"
"2010-024473-39","No","No","Yes","No","No","No","No","1"
"2011-000152-42","No","Yes","No","Yes","No","Yes","Yes","2+"
"2011-000281-35","Yes","No","No","Yes","No","Yes","Yes","2+"
"2011-000391-34","No","No","Yes","Yes","No","Yes","Yes","2+"
"2011-000391-34","No","No","Yes","Yes","No","Yes","Yes","2+"
"2011-000391-34","No","No","Yes","Yes","No","Yes","Yes","2+"
"2011-000391-34","No","No","Yes","Yes","No","Yes","Yes","2+"
"2011-000391-34","No","No","Yes","Yes","No","Yes","Yes","2+"
"2011-000391-34","No","No","Yes","Yes","No","Yes","Yes","2+"
"2011-000391-34","No","No","Yes","Yes","No","Yes","Yes","2+"
"2011-000391-34","No","No","Yes","Yes","No","Yes","Yes","2+"
"2011-000391-34","No","No","Yes","Yes","No","Yes","Yes","2+"
"2011-000391-34","No","No","Yes","Yes","No","Yes","Yes","2+"
"2011-000392-14","Yes","No","No","Yes","No","Yes","Yes","2+"
"2011-000392-14","Yes","No","No","Yes","No","Yes","Yes","2+"
"2011-000392-14","Yes","No","No","Yes","No","Yes","Yes","2+"
"2011-000392-14","Yes","No","No","Yes","No","Yes","Yes","2+"
"2011-000392-14","Yes","No","No","Yes","No","Yes","Yes","2+"
"2011-000392-14","Yes","No","No","Yes","No","Yes","Yes","2+"
"2011-000392-14","Yes","No","No","Yes","No","Yes","Yes","2+"
"2011-000392-14","Yes","No","No","Yes","No","Yes","Yes","2+"
"2011-000392-14","Yes","No","No","Yes","No","Yes","Yes","2+"
"2011-000392-14","Yes","No","No","Yes","No","Yes","Yes","2+"
"2011-000392-14","Yes","No","No","Yes","No","Yes","Yes","2+"
"2011-000392-14","Yes","No","No","Yes","No","Yes","Yes","2+"
"2011-000392-14","Yes","No","No","Yes","No","Yes","Yes","2+"
"2011-000392-14","Yes","No","No","Yes","No","Yes","Yes","2+"
"2011-000392-14","Yes","No","No","Yes","No","Yes","Yes","2+"
"2011-000392-14","Yes","No","No","Yes","No","Yes","Yes","2+"
"2011-000440-22","No","No","Yes","No","No","No","No","1"
"2011-000440-22","No","No","Yes","No","No","No","No","1"
"2011-000440-22","No","No","Yes","No","No","No","No","1"
"2011-000440-22","No","No","Yes","No","No","No","No","1"
"2011-000440-22","No","No","Yes","No","No","No","No","1"
"2011-000440-22","No","No","Yes","No","No","No","No","1"
"2011-000440-22","No","No","Yes","No","No","No","No","1"
"2011-000440-22","No","No","Yes","No","No","No","No","1"
"2011-000493-56","No","No","Yes","Yes","No","Yes","Yes","2+"
"2011-000493-56","No","No","Yes","Yes","No","Yes","Yes","2+"
"2011-000493-56","No","No","Yes","Yes","No","Yes","Yes","2+"
"2011-000756-42","No","No","Yes","No","No","No","No","1"
"2011-001015-32","No","No","Yes","Yes","No","Yes","Yes","2+"
"2011-001015-32","No","No","Yes","Yes","No","Yes","Yes","2+"
"2011-001015-32","No","No","Yes","Yes","No","Yes","Yes","2+"
"2011-001015-32","No","No","Yes","Yes","No","Yes","Yes","2+"
"2011-001015-32","No","No","Yes","Yes","No","Yes","Yes","2+"
"2011-001345-32","No","No","Yes","Yes","No","Yes","Yes","2+"
"2011-001345-32","No","No","Yes","Yes","No","Yes","Yes","2+"
"2011-001345-32","No","No","Yes","Yes","No","Yes","Yes","2+"
"2011-001345-32","No","No","Yes","Yes","No","Yes","Yes","2+"
"2011-001345-32","No","No","Yes","Yes","No","Yes","Yes","2+"
"2011-001345-32","No","No","Yes","Yes","No","Yes","Yes","2+"
"2011-001345-32","No","No","Yes","Yes","No","Yes","Yes","2+"
"2011-001345-32","No","No","Yes","Yes","No","Yes","Yes","2+"
"2011-001345-32","No","No","Yes","Yes","No","Yes","Yes","2+"
"2011-001345-32","No","No","Yes","Yes","No","Yes","Yes","2+"
"2011-001345-32","No","No","Yes","Yes","No","Yes","Yes","2+"
"2011-001345-32","No","No","Yes","Yes","No","Yes","Yes","2+"
"2011-001539-21","No","No","Yes","Yes","No","Yes","Yes","2+"
"2011-001988-52","No","No","Yes","No","No","Yes","No","2+"
"2011-001988-52","No","No","Yes","No","No","Yes","No","2+"
"2011-001988-52","No","No","Yes","No","No","Yes","No","2+"
"2011-001988-52","No","No","Yes","No","No","Yes","No","2+"
"2011-001988-52","No","No","Yes","No","No","Yes","No","2+"
"2011-001988-52","No","No","Yes","No","No","Yes","No","2+"
"2011-001988-52","No","No","Yes","No","No","Yes","No","2+"
"2011-001988-52","No","No","Yes","No","No","Yes","No","2+"
"2011-002159-32","Yes","No","No","Yes","No","Yes","Yes","2+"
"2011-002159-32","Yes","No","No","Yes","No","Yes","Yes","2+"
"2011-002159-32","Yes","No","No","Yes","No","Yes","Yes","2+"
"2011-002159-32","Yes","No","No","Yes","No","Yes","Yes","2+"
"2011-002159-32","Yes","No","No","Yes","No","Yes","Yes","2+"
"2011-002159-32","Yes","No","No","Yes","No","Yes","Yes","2+"
"2011-002159-32","Yes","No","No","Yes","No","Yes","Yes","2+"
"2011-002184-17","Yes","No","No","Yes","No","Yes","Yes","2+"
"2011-002184-17","Yes","No","No","Yes","No","Yes","Yes","2+"
"2011-002257-61","No","No","Yes","No","No","No","No","1"
"2011-002271-42","Yes","No","No","Yes","No","Yes","Yes","2+"
"2011-002329-23","Yes","No","No","Yes","No","No","Yes","2+"
"2011-002329-23","Yes","No","No","Yes","No","No","Yes","2+"
"2011-002380-24","No","No","Yes","Yes","No","Yes","Yes","2+"
"2011-002380-24","No","No","Yes","Yes","No","Yes","Yes","2+"
"2011-002380-24","No","No","Yes","Yes","No","Yes","Yes","2+"
"2011-002380-24","No","No","Yes","Yes","No","Yes","Yes","2+"
"2011-002380-24","No","No","Yes","Yes","No","Yes","Yes","2+"
"2011-002380-24","No","No","Yes","Yes","No","Yes","Yes","2+"
"2011-002380-24","No","No","Yes","Yes","No","Yes","Yes","2+"
"2011-002380-24","No","No","Yes","Yes","No","Yes","Yes","2+"
"2011-002380-24","No","No","Yes","Yes","No","Yes","Yes","2+"
"2011-002380-24","No","No","Yes","Yes","No","Yes","Yes","2+"
"2011-002380-24","No","No","Yes","Yes","No","Yes","Yes","2+"
"2011-002669-40","Yes","No","No","Yes","No","Yes","Yes","2+"
"2011-002669-40","Yes","No","No","Yes","No","Yes","Yes","2+"
"2011-002669-40","Yes","No","No","Yes","No","Yes","Yes","2+"
"2011-002715-28","Yes","No","No","Yes","No","Yes","Yes","2+"
"2011-002715-28","Yes","No","No","Yes","No","Yes","Yes","2+"
"2011-002715-28","Yes","No","No","Yes","No","Yes","Yes","2+"
"2011-002715-28","Yes","No","No","Yes","No","Yes","Yes","2+"
"2011-002843-92","No","No","Yes","Yes","No","Yes","Yes","2+"
"2011-002843-92","No","No","Yes","Yes","No","Yes","Yes","2+"
"2011-002843-92","No","No","Yes","Yes","No","Yes","Yes","2+"
"2011-002843-92","No","No","Yes","Yes","No","Yes","Yes","2+"
"2011-002843-92","No","No","Yes","Yes","No","Yes","Yes","2+"
"2011-002843-92","No","No","Yes","Yes","No","Yes","Yes","2+"
"2011-002887-26","Yes","No","No","Yes","No","Yes","Yes","2+"
"2011-002887-26","Yes","No","No","Yes","No","Yes","Yes","2+"
"2011-002887-26","Yes","No","No","Yes","No","Yes","Yes","2+"
"2011-002887-26","Yes","No","No","Yes","No","Yes","Yes","2+"
"2011-002887-26","Yes","No","No","Yes","No","Yes","Yes","2+"
"2011-002887-26","Yes","No","No","Yes","No","Yes","Yes","2+"
"2011-002887-26","Yes","No","No","Yes","No","Yes","Yes","2+"
"2011-002887-26","Yes","No","No","Yes","No","Yes","Yes","2+"
"2011-002887-26","Yes","No","No","Yes","No","Yes","Yes","2+"
"2011-002887-26","Yes","No","No","Yes","No","Yes","Yes","2+"
"2011-002887-26","Yes","No","No","Yes","No","Yes","Yes","2+"
"2011-002887-26","Yes","No","No","Yes","No","Yes","Yes","2+"
"2011-002887-26","Yes","No","No","Yes","No","Yes","Yes","2+"
"2011-003130-14","Yes","No","No","Yes","No","Yes","Yes","2+"
"2011-003130-14","Yes","No","No","Yes","No","Yes","Yes","2+"
"2011-003130-14","Yes","No","No","Yes","No","Yes","Yes","2+"
"2011-003130-14","Yes","No","No","Yes","No","Yes","Yes","2+"
"2011-003130-14","Yes","No","No","Yes","No","Yes","Yes","2+"
"2011-003130-14","Yes","No","No","Yes","No","Yes","Yes","2+"
"2011-003168-63","No","No","Yes","No","No","No","No","1"
"2011-003179-12","Yes","No","No","Yes","No","Yes","Yes","2+"
"2011-003545-18","No","No","Yes","Yes","No","Yes","Yes","2+"
"2011-003545-18","No","No","Yes","Yes","No","Yes","Yes","2+"
"2011-003545-18","No","No","Yes","Yes","No","Yes","Yes","2+"
"2011-003545-18","No","No","Yes","Yes","No","Yes","Yes","2+"
"2011-003545-18","No","No","Yes","Yes","No","Yes","Yes","2+"
"2011-003545-18","No","No","Yes","Yes","No","Yes","Yes","2+"
"2011-003545-18","No","No","Yes","Yes","No","Yes","Yes","2+"
"2011-003545-18","No","No","Yes","Yes","No","Yes","Yes","2+"
"2011-003545-18","No","No","Yes","Yes","No","Yes","Yes","2+"
"2011-003545-18","No","No","Yes","Yes","No","Yes","Yes","2+"
"2011-003545-18","No","No","Yes","Yes","No","Yes","Yes","2+"
"2011-003545-18","No","No","Yes","Yes","No","Yes","Yes","2+"
"2011-003545-18","No","No","Yes","Yes","No","Yes","Yes","2+"
"2011-004062-15","No","No","Yes","Yes","No","No","Yes","2+"
"2011-004062-15","No","No","Yes","Yes","No","No","Yes","2+"
"2011-004237-14","No","No","Yes","Yes","No","Yes","Yes","2+"
"2011-004237-14","No","No","Yes","Yes","No","Yes","Yes","2+"
"2011-004237-14","No","No","Yes","Yes","No","Yes","Yes","2+"
"2011-004237-14","No","No","Yes","Yes","No","Yes","Yes","2+"
"2011-004237-14","No","No","Yes","Yes","No","Yes","Yes","2+"
"2011-004237-14","No","No","Yes","Yes","No","Yes","Yes","2+"
"2011-004301-24","No","No","Yes","No","No","No","No","1"
"2011-004301-24","No","No","Yes","No","No","No","No","1"
"2011-004301-24","No","No","Yes","No","No","No","No","1"
"2011-004396-36","No","No","Yes","Yes","No","Yes","Yes","2+"
"2011-004396-36","No","No","Yes","Yes","No","Yes","Yes","2+"
"2011-004396-36","No","No","Yes","Yes","No","Yes","Yes","2+"
"2011-004593-29","No","No","Yes","No","No","No","No","1"
"2011-004618-40","No","No","Yes","No","No","No","No","1"
"2011-004618-40","No","No","Yes","No","No","No","No","1"
"2011-004618-40","No","No","Yes","No","No","No","No","1"
"2011-004618-40","No","No","Yes","No","No","No","No","1"
"2011-004618-40","No","No","Yes","No","No","No","No","1"
"2011-004618-40","No","No","Yes","No","No","No","No","1"
"2011-004618-40","No","No","Yes","No","No","No","No","1"
"2011-004868-30","No","No","Yes","Yes","No","Yes","Yes","2+"
"2011-004868-30","No","No","Yes","Yes","No","Yes","Yes","2+"
"2011-004868-30","No","No","Yes","Yes","No","Yes","Yes","2+"
"2011-004868-30","No","No","Yes","Yes","No","Yes","Yes","2+"
"2011-004868-30","No","No","Yes","Yes","No","Yes","Yes","2+"
"2011-005018-13","Yes","No","No","Yes","No","Yes","Yes","2+"
"2011-005238-21","No","No","Yes","Yes","No","Yes","Yes","2+"
"2011-005238-21","No","No","Yes","Yes","No","Yes","Yes","2+"
"2011-005243-28","No","No","Yes","No","No","No","No","1"
"2011-005296-16","No","No","Yes","No","No","No","No","1"
"2011-005328-17","No","No","Yes","No","No","Yes","No","2+"
"2011-005328-17","No","No","Yes","No","No","Yes","No","2+"
"2011-005328-17","No","No","Yes","No","No","Yes","No","2+"
"2011-005328-17","No","No","Yes","No","No","Yes","No","2+"
