"eudract_number","title","protocol_country_code","double_blind","single_blind","open","design","randomised","crossover","parallel_group","controlled","arms","active_comparator","placebo","open_gs","single_blind_gs","double_blind_gs","randomised_gs","crossover_gs","parallel_group_gs","arms_gs","controlled_gs","arms_orig","open_orig","double_blind_orig","single_blind_orig","controlled_orig","parallel_group_orig","crossover_orig","randomised_orig"
"2012-005735-91","A Randomized Double-Blind Parallel-Group Placebo- and Active-Controlled Multi-center Study to Evaluate the Efficacy Safety and Tolerability of Combinations of Solifenacin Succinate and Mirabegron Compared to Solifenacin Succinate and Mirabegron Monotherapy in the Treatment of Overactive Bladder","SE","Yes","No","No","ok","Yes","No","Yes","Yes","2+","Yes","Yes","No","No","Yes","Yes","No","Yes","2+","Yes","2+","No","Yes","No","Yes","Yes","No","Yes"
"2012-005736-29","A Randomized Double-Blind Parallel-Group Active-Controlled Multi-center Study to Evaluate the Long-Term Safety and Efficacy of Combination of Solifenacin Succinate with Mirabegron Compared to Solifenacin Succinate and Mirabegron Monotherapy in Subjects with Overactive Bladder","SI","Yes","No","No","ok","Yes","No","Yes","Yes","2+","Yes","No","No","No","Yes","Yes","No","Yes","2+","Yes","2+","No","Yes","No","Yes","Yes","No","Yes"
"2012-005736-29","A Randomized Double-Blind Parallel-Group Active-Controlled Multi-center Study to Evaluate the Long-Term Safety and Efficacy of Combination of Solifenacin Succinate with Mirabegron Compared to Solifenacin Succinate and Mirabegron Monotherapy in Subjects with Overactive Bladder","NL","Yes","No","No","ok","Yes","No","Yes","Yes","2+","Yes","No","No","No","Yes","Yes","No","Yes","2+","Yes","2+","No","Yes","No","Yes","Yes","No","Yes"
"2012-005736-29","A Randomized Double-Blind Parallel-Group Active-Controlled Multi-center Study to Evaluate the Long-Term Safety and Efficacy of Combination of Solifenacin Succinate with Mirabegron Compared to Solifenacin Succinate and Mirabegron Monotherapy in Subjects with Overactive BladderEstudio aleatorizado doble ciego de grupos paralelos control activo y multicéntrico para la evaluación de la seguridad y la eficacia a largo plazo de la combinación de succinato de solifenacina con Mirabegron en comparación con monoterapias de succinato de solifenacina y de Mirabegron en sujetos con vejiga hiperactiva","BG","Yes","No","No","ok","Yes","No","Yes","Yes","2+","Yes","No","No","No","Yes","Yes","No","Yes","2+","Yes","2+","No","Yes","No","Yes","Yes","No","Yes"
"2012-005736-29","A Randomized Double-Blind Parallel-Group Active-Controlled Multi-center Study to Evaluate the Long-Term Safety and Efficacy of Combination of Solifenacin Succinate with Mirabegron Compared to Solifenacin Succinate and Mirabegron Monotherapy in Subjects with Overactive BladderRandomizované dvojitě zaslepené multicentrické hodnocení s paralelními skupinami a kontrolou aktivní látkou ke stanovení dlouhodobé bezpečnosti a účinnosti kombinace solifenacin-sukcinátu s přípravkem Mirabegron ve srovnání s monoterapií solifenacin-sukcinátem a přípravkem Mirabegron u osob s hyperaktivním močovým měchýřem","EE","Yes","No","No","ok","Yes","No","Yes","Yes","2+","Yes","No","No","No","Yes","Yes","No","Yes","2+","Yes","2+","No","Yes","No","Yes","Yes","No","Yes"
"2012-005736-29","A Randomized Double-Blind Parallel-Group Active-Controlled Multi-center Study to Evaluate the Long-Term Safety and Efficacy of Combination of Solifenacin Succinate with Mirabegron Compared to Solifenacin Succinate and Mirabegron Monotherapy in Subjects with Overactive BladderRandomizované dvojitě zaslepené multicentrické hodnocení s paralelními skupinami a kontrolou aktivní látkou ke stanovení dlouhodobé bezpečnosti a účinnosti kombinace solifenacin-sukcinátu s přípravkem Mirabegron ve srovnání s monoterapií solifenacin-sukcinátem a přípravkem Mirabegron u osob s hyperaktivním močovým měchýřem","GB","Yes","No","No","ok","Yes","No","Yes","Yes","2+","Yes","No","No","No","Yes","Yes","No","Yes","2+","Yes","2+","No","Yes","No","Yes","Yes","No","Yes"
"2012-005736-29","A Randomized Double-Blind Parallel-Group Active-Controlled Multi-center Study to Evaluate the Long-Term Safety and Efficacy of Combination of Solifenacin Succinate with Mirabegron Compared to Solifenacin Succinate and Mirabegron Monotherapy in Subjects with Overactive BladderRandomizované dvojitě zaslepené multicentrické hodnocení s paralelními skupinami a kontrolou aktivní látkou ke stanovení dlouhodobé bezpečnosti a účinnosti kombinace solifenacin-sukcinátu s přípravkem Mirabegron ve srovnání s monoterapií solifenacin-sukcinátem a přípravkem Mirabegron u osob s hyperaktivním močovým měchýřem","CZ","Yes","No","No","ok","Yes","No","Yes","Yes","2+","Yes","No","No","No","Yes","Yes","No","Yes","2+","Yes","2+","No","Yes","No","Yes","Yes","No","Yes"
"2012-005736-29","A Randomized Double-Blind Parallel-Group Active-Controlled Multi-center Study to Evaluate the Long-Term Safety and Efficacy of Combination of Solifenacin Succinate with Mirabegron Compared to Solifenacin Succinate and Mirabegron Monotherapy in Subjects with Overactive Bladder","LV","Yes","No","No","ok","Yes","No","Yes","Yes","2+","Yes","No","No","No","Yes","Yes","No","Yes","2+","Yes","2+","No","Yes","No","Yes","Yes","No","Yes"
"2012-005736-29","A Randomized Double-Blind Parallel-Group Active-Controlled Multi-center Study to Evaluate the Long-Term Safety and Efficacy of Combination of Solifenacin Succinate with Mirabegron Compared to Solifenacin Succinate and Mirabegron Monotherapy in Subjects with Overactive BladderRandomizované dvojitě zaslepené multicentrické hodnocení s paralelními skupinami a kontrolou aktivní látkou ke stanovení dlouhodobé bezpečnosti a účinnosti kombinace solifenacin-sukcinátu s přípravkem Mirabegron ve srovnání s monoterapií solifenacin-sukcinátem a přípravkem Mirabegron u osob s hyperaktivním močovým měchýřem","HU","Yes","No","No","ok","Yes","No","Yes","Yes","2+","Yes","No","No","No","Yes","Yes","No","Yes","2+","Yes","2+","No","Yes","No","Yes","Yes","No","Yes"
"2012-005736-29","A Randomized Double-Blind Parallel-Group Active-Controlled Multi-center Study to Evaluate the Long-Term Safety and Efficacy of Combination of Solifenacin Succinate with Mirabegron Compared to Solifenacin Succinate and Mirabegron Monotherapy in Subjects with Overactive BladderEstudio aleatorizado doble ciego de grupos paralelos control activo y multicéntrico para la evaluación de la seguridad y la eficacia a largo plazo de la combinación de succinato de solifenacina con Mirabegron en comparación con monoterapias de succinato de solifenacina y de Mirabegron en sujetos con vejiga hiperactiva","BE","Yes","No","No","ok","Yes","No","Yes","Yes","2+","Yes","No","No","No","Yes","Yes","No","Yes","2+","Yes","2+","No","Yes","No","Yes","Yes","No","Yes"
"2012-005736-29","A Randomized Double-Blind Parallel-Group Active-Controlled Multi-center Study to Evaluate the Long-Term Safety and Efficacy of Combination of Solifenacin Succinate with Mirabegron Compared to Solifenacin Succinate and Mirabegron Monotherapy in Subjects with Overactive BladderRandomizované dvojitě zaslepené multicentrické hodnocení s paralelními skupinami a kontrolou aktivní látkou ke stanovení dlouhodobé bezpečnosti a účinnosti kombinace solifenacin-sukcinátu s přípravkem Mirabegron ve srovnání s monoterapií solifenacin-sukcinátem a přípravkem Mirabegron u osob s hyperaktivním močovým měchýřem","DK","Yes","No","No","ok","Yes","No","Yes","Yes","2+","Yes","No","No","No","Yes","Yes","No","Yes","2+","Yes","2+","No","Yes","No","Yes","Yes","No","Yes"
"2012-005736-29","A Randomized Double-Blind Parallel-Group Active-Controlled Multi-center Study to Evaluate the Long-Term Safety and Efficacy of Combination of Solifenacin Succinate with Mirabegron Compared to Solifenacin Succinate and Mirabegron Monotherapy in Subjects with Overactive Bladder","ES","Yes","No","No","ok","Yes","No","Yes","Yes","2+","Yes","No","No","No","Yes","Yes","No","Yes","2+","Yes","2+","No","Yes","No","Yes","Yes","No","Yes"
"2012-005736-29","A Randomized Double-Blind Parallel-Group Active-Controlled Multi-center Study to Evaluate the Long-Term Safety and Efficacy of Combination of Solifenacin Succinate with Mirabegron Compared to Solifenacin Succinate and Mirabegron Monotherapy in Subjects with Overactive Bladder","SE","Yes","No","No","ok","Yes","No","Yes","Yes","2+","Yes","No","No","No","Yes","Yes","No","Yes","2+","Yes","2+","No","Yes","No","Yes","Yes","No","Yes"
"2012-005736-29","A Randomized Double-Blind Parallel-Group Active-Controlled Multi-center Study to Evaluate the Long-Term Safety and Efficacy of Combination of Solifenacin Succinate with Mirabegron Compared to Solifenacin Succinate and Mirabegron Monotherapy in Subjects with Overactive BladderEstudio aleatorizado doble ciego de grupos paralelos control activo y multicéntrico para la evaluación de la seguridad y la eficacia a largo plazo de la combinación de succinato de solifenacina con Mirabegron en comparación con monoterapias de succinato de solifenacina y de Mirabegron en sujetos con vejiga hiperactiva","LT","Yes","No","No","ok","Yes","No","Yes","Yes","2+","Yes","No","No","No","Yes","Yes","No","Yes","2+","Yes","2+","No","Yes","No","Yes","Yes","No","Yes"
"2012-005736-29","A Randomized Double-Blind Parallel-Group Active-Controlled Multi-center Study to Evaluate the Long-Term Safety and Efficacy of Combination of Solifenacin Succinate with Mirabegron Compared to Solifenacin Succinate and Mirabegron Monotherapy in Subjects with Overactive BladderRandomizované dvojitě zaslepené multicentrické hodnocení s paralelními skupinami a kontrolou aktivní látkou ke stanovení dlouhodobé bezpečnosti a účinnosti kombinace solifenacin-sukcinátu s přípravkem Mirabegron ve srovnání s monoterapií solifenacin-sukcinátem a přípravkem Mirabegron u osob s hyperaktivním močovým měchýřem","FI","Yes","No","No","ok","Yes","No","Yes","Yes","2+","Yes","No","No","No","Yes","Yes","No","Yes","2+","Yes","2+","No","Yes","No","Yes","Yes","No","Yes"
"2012-005736-29","A Randomized Double-Blind Parallel-Group Active-Controlled Multi-center Study to Evaluate the Long-Term Safety and Efficacy of Combination of Solifenacin Succinate with Mirabegron Compared to Solifenacin Succinate and Mirabegron Monotherapy in Subjects with Overactive Bladder","IT","Yes","No","No","ok","Yes","No","Yes","Yes","2+","Yes","No","No","No","Yes","Yes","No","Yes","2+","Yes","2+","No","Yes","No","Yes","Yes","No","Yes"
"2012-005736-29","A Randomized Double-Blind Parallel-Group Active-Controlled Multi-center Study to Evaluate the Long-Term Safety and Efficacy of Combination of Solifenacin Succinate with Mirabegron Compared to Solifenacin Succinate and Mirabegron Monotherapy in Subjects with Overactive Bladder","SK","Yes","No","No","ok","Yes","No","Yes","Yes","2+","Yes","No","No","No","Yes","Yes","No","Yes","2+","Yes","2+","No","Yes","No","Yes","Yes","No","Yes"
"2012-005736-29","A Randomized Double-Blind Parallel-Group Active-Controlled Multi-center Study to Evaluate the Long-Term Safety and Efficacy of Combination of Solifenacin Succinate with Mirabegron Compared to Solifenacin Succinate and Mirabegron Monotherapy in Subjects with Overactive Bladder","GR","Yes","No","No","ok","Yes","No","Yes","Yes","2+","Yes","No","No","No","Yes","Yes","No","Yes","2+","Yes","2+","No","Yes","No","Yes","Yes","No","Yes"
"2012-005736-29","A Randomized Double-Blind Parallel-Group Active-Controlled Multi-center Study to Evaluate the Long-Term Safety and Efficacy of Combination of Solifenacin Succinate with Mirabegron Compared to Solifenacin Succinate and Mirabegron Monotherapy in Subjects with Overactive Bladder","PL","Yes","No","No","ok","Yes","No","Yes","Yes","2+","Yes","No","No","No","Yes","Yes","No","Yes","2+","Yes","2+","No","Yes","No","Yes","Yes","No","Yes"
"2013-000068-27","A Phase Ib/IIa multicentric study to determine the safety and efficacy of a combination of anti-CD3 & anti-CD7 ricin A immunotoxins (T-Guard) for the treatment of steroid-resistant acute Graft-versus-Host Disease.","DE","No","No","No","ok","Yes","No","Yes","Yes","2+","No","No","Yes","No","No","No","No","No","1","No","-1","Yes","No","No","No","No","No","No"
"2013-000068-27","A Phase Ib/IIa multicentric study to determine the safety and efficacy of a combination of anti-CD3 & anti-CD7 ricin A immunotoxins (T-Guard) for the treatment of steroid-resistant acute Graft-versus-Host Disease.A Fase Ib/IIa multi-center studie ter bepaling van de veiligheid en effectiviteit van een combinatie van anti-CD3 en anti-CD7 ricine A immunotoxins (T-Guard) voor de behandeling van steroïde-resistente acute Graft-versus-Host Disease.","NL","No","No","Yes","ok","Yes","No","Yes","Yes","2+","No","No","Yes","No","No","No","No","No","1","No","-1","Yes","No","No","No","No","No","No"
"2013-000192-33","A Multicenter Multiple-dose Two-arm Active-controlled Double-blind Double-dummy Study to Compare the Therapeutic Efficacy and Safety of Oral Doses of Cinacalcet HCl With Intravenous Doses of AMG 416 in HemodialysisSubjects With Secondary Hyperparathyroidism","AT","Yes","No","No","ok","Yes","No","Yes","Yes","2+","Yes","No","No","No","Yes","Yes","No","Yes","2+","Yes","2+","No","Yes","No","Yes","No","No","Yes"
"2013-000192-33","A Multicenter Multiple-dose Two-arm Active-controlled Double-blind Double-dummy Study to Compare the Therapeutic Efficacy and Safety of Oral Doses of Cinacalcet HCl With Intravenous Doses of AMG 416 in Hemodialysis Subjects With Secondary Hyperparathyroidism","HU","Yes","No","No","ok","Yes","No","Yes","Yes","2+","Yes","No","No","No","Yes","Yes","No","Yes","2+","Yes","2+","No","Yes","No","Yes","No","No","Yes"
"2013-000192-33","A Multicenter Multiple-dose Two-arm Active-controlled Double-blind Double-dummy Study to Compare the Therapeutic Efficacy and Safety of Oral Doses of Cinacalcet HCl With Intravenous Doses of AMG 416 in HemodialysisSubjects With Secondary Hyperparathyroidism","PT","Yes","No","No","ok","Yes","No","Yes","Yes","2+","Yes","No","No","No","Yes","Yes","No","Yes","2+","Yes","2+","No","Yes","No","Yes","No","No","Yes"
"2013-000192-33","A Multicenter Multiple-dose Two-arm Active-controlled Double-blind Double-dummy Study to Compare the Therapeutic Efficacy and Safety of Oral Doses of Cinacalcet HCl With Intravenous Doses of AMG 416 in Hemodialysis Subjects With Secondary Hyperparathyroidism","DE","Yes","No","No","ok","Yes","No","Yes","Yes","2+","Yes","No","No","No","Yes","Yes","No","Yes","2+","Yes","2+","No","Yes","No","Yes","No","No","Yes"
"2013-000192-33","A Multicenter Multiple-dose Two-arm Active-controlled Double-blind Double-dummy Study to Compare the Therapeutic Efficacy and Safety of Oral Doses of Cinacalcet HCl With Intravenous Doses of AMG 416 in HemodialysisSubjects With Secondary Hyperparathyroidism","SE","Yes","No","No","ok","Yes","No","Yes","Yes","2+","Yes","No","No","No","Yes","Yes","No","Yes","2+","Yes","2+","No","Yes","No","Yes","No","No","Yes"
"2013-000192-33","A Multicenter Multiple-dose Two-arm Active-controlled Double-blind Double-dummy Study to Compare the Therapeutic Efficacy and Safety of Oral Doses of Cinacalcet HCl With Intravenous Doses of AMG 416 in HemodialysisSubjects With Secondary Hyperparathyroidism","CZ","Yes","No","No","ok","Yes","No","Yes","Yes","2+","Yes","No","No","No","Yes","Yes","No","Yes","2+","Yes","2+","No","Yes","No","Yes","No","No","Yes"
"2013-000192-33","A Multicenter Multiple-dose Two-arm Active-controlled Double-blind Double-dummy Study to Compare the Therapeutic Efficacy and Safety of Oral Doses of Cinacalcet HCl With Intravenous Doses of AMG 416 in HemodialysisSubjects With Secondary Hyperparathyroidism","EE","Yes","No","No","ok","Yes","No","Yes","Yes","2+","Yes","No","No","No","Yes","Yes","No","Yes","2+","Yes","2+","No","Yes","No","Yes","No","No","Yes"
"2013-000192-33","A Multicenter Multiple-dose Two-arm Active-controlled Double-blind Double-dummy Study to Compare the Therapeutic Efficacy and Safety of Oral Doses of Cinacalcet HCl With Intravenous Doses of AMG 416 in Hemodialysis Subjects With Secondary Hyperparathyroidism","DK","Yes","No","No","ok","Yes","No","Yes","Yes","2+","Yes","No","No","No","Yes","Yes","No","Yes","2+","Yes","2+","No","Yes","No","Yes","No","No","Yes"
"2013-000192-33","A Multicenter Multiple-dose Two-arm Active-controlled Double-blind Double-dummy Study to Compare the Therapeutic Efficacy and Safety of Oral Doses of Cinacalcet HCl With Intravenous Doses of AMG 416 in Hemodialysis Subjects With Secondary Hyperparathyroidism","LV","Yes","No","No","ok","Yes","No","Yes","Yes","2+","Yes","No","No","No","Yes","Yes","No","Yes","2+","Yes","2+","No","Yes","No","Yes","No","No","Yes"
"2013-000192-33","A Multicenter Multiple-dose Two-arm Active-controlled Double-blind Double-dummy Study to Compare the Therapeutic Efficacy and Safety of Oral Doses of Cinacalcet HCl With Intravenous Doses of AMG 416 in Hemodialysis Subjects With Secondary Hyperparathyroidism","GR","Yes","No","No","ok","Yes","No","Yes","Yes","2+","Yes","No","No","No","Yes","Yes","No","Yes","2+","Yes","2+","No","Yes","No","Yes","No","No","Yes"
"2013-000192-33","A Multicenter Multiple-dose Two-arm Active-controlled Double-blind Double-dummy Study to Compare the Therapeutic Efficacy and Safety of Oral Doses of Cinacalcet HCl With Intravenous Doses of AMG 416 in Hemodialysis Subjects With Secondary Hyperparathyroidism","BE","Yes","No","No","ok","Yes","No","Yes","Yes","2+","Yes","No","No","No","Yes","Yes","No","Yes","2+","Yes","2+","No","Yes","No","Yes","No","No","Yes"
"2013-000192-33","A Multicenter Multiple-dose Two-arm Active-controlled Double-blind Double-dummy Study to Compare the Therapeutic Efficacy and Safety of Oral Doses of Cinacalcet HCl With Intravenous Doses of AMG 416 in HemodialysisSubjects With Secondary Hyperparathyroidism","LT","Yes","No","No","ok","Yes","No","Yes","Yes","2+","Yes","No","No","No","Yes","Yes","No","Yes","2+","Yes","2+","No","Yes","No","Yes","No","No","Yes"
"2013-000192-33","A Multicenter Multiple-dose Two-arm Active-controlled Double-blind Double-dummy Study to Compare the Therapeutic Efficacy and Safety of Oral Doses of Cinacalcet HCl With Intravenous Doses of AMG 416 in Hemodialysis Subjects With Secondary Hyperparathyroidism","IT","Yes","No","No","ok","Yes","No","Yes","Yes","2+","Yes","No","No","No","Yes","Yes","No","Yes","2+","Yes","2+","No","Yes","No","Yes","No","No","Yes"
"2013-000192-33","A Multicenter Multiple-dose Two-arm Active-controlled Double-blind Double-dummy Study to Compare the Therapeutic Efficacy and Safety of Oral Doses of Cinacalcet HCl With Intravenous Doses of AMG 416 in Hemodialysis Subjects With Secondary Hyperparathyroidism","ES","Yes","No","No","ok","Yes","No","Yes","Yes","2+","Yes","No","No","No","Yes","Yes","No","Yes","2+","Yes","2+","No","Yes","No","Yes","No","No","Yes"
"2013-000192-33","A Multicenter Multiple-dose Two-arm Active-controlled Double-blind Double-dummy Study to Compare the Therapeutic Efficacy and Safety of Oral Doses of Cinacalcet HCl With Intravenous Doses of AMG 416 in HemodialysisSubjects With Secondary Hyperparathyroidism","PL","Yes","No","No","ok","Yes","No","Yes","Yes","2+","Yes","No","No","No","Yes","Yes","No","Yes","2+","Yes","2+","No","Yes","No","Yes","No","No","Yes"
"2013-000277-72","The MILO Study (MEK Inhibitor in Low-grade Serous Ovarian Cancer):A Multinational Randomized Open-label Phase 3 Study of MEK162 vs. Physician’s Choice Chemotherapy in Patients with Recurrent or Persistent Low-grade Serous Carcinomas of the Ovary Fallopian Tube or Primary Peritoneum","IE","No","No","Yes","ok","Yes","No","Yes","Yes","2+","Yes","No","Yes","No","No","Yes","No","Yes","2+","Yes","2+","Yes","No","No","Yes","No","No","Yes"
"2013-000277-72","The MILO Study (MEK Inhibitor in Low-grade Serous Ovarian Cancer):A Multinational Randomized Open-label Phase 3 Study of MEK162 vs. Physician’s Choice Chemotherapy in Patients with Recurrent or Persistent Low-grade Serous Carcinomas of the Ovary Fallopian Tube or Primary Peritoneum","SE","No","No","Yes","ok","Yes","No","Yes","Yes","2+","Yes","No","Yes","No","No","Yes","No","Yes","2+","Yes","2+","Yes","No","No","Yes","No","No","Yes"
"2013-000277-72","The MILO Study (MEK Inhibitor in Low-grade Serous Ovarian Cancer):A Multinational Randomized Open-label Phase 3 Study of MEK162 vs. Physician’s Choice Chemotherapy in Patients with Recurrent or Persistent Low-grade Serous Carcinomas of the Ovary Fallopian Tube or Primary Peritoneum","DE","No","No","Yes","ok","Yes","No","Yes","Yes","2+","Yes","No","Yes","No","No","Yes","No","Yes","2+","Yes","2+","Yes","No","No","Yes","No","No","Yes"
"2013-000277-72","The MILO Study (MEK Inhibitor in Low-grade Serous Ovarian Cancer):A Multinational Randomized Open-label Phase 3 Study of MEK162 vs. Physician’s Choice Chemotherapy in Patients with Recurrent or Persistent Low-grade Serous Carcinomas of the Ovary Fallopian Tube or Primary Peritoneum","NO","No","No","Yes","ok","Yes","No","Yes","Yes","2+","Yes","No","Yes","No","No","Yes","No","Yes","2+","Yes","2+","Yes","No","No","Yes","No","No","Yes"
"2013-000277-72","The MILO Study (MEK Inhibitor in Low-grade Serous Ovarian Cancer):A Multinational Randomized Open-label Phase 3 Study of MEK162 vs. Physician’s Choice Chemotherapy in Patients with Recurrent or Persistent Low-grade Serous Carcinomas of the Ovary Fallopian Tube or Primary Peritoneum","AT","No","No","Yes","ok","Yes","No","Yes","Yes","2+","Yes","No","Yes","No","No","Yes","No","Yes","2+","Yes","2+","Yes","No","No","Yes","No","No","Yes"
"2013-000277-72","The MILO Study (MEK Inhibitor in Low-grade Serous Ovarian Cancer):A Multinational Randomized Open-label Phase 3 Study of MEK162 vs. Physician’s Choice Chemotherapy in Patients with Recurrent or Persistent Low-grade Serous Carcinomas of the Ovary Fallopian Tube or Primary Peritoneum","HU","No","No","Yes","ok","Yes","No","Yes","Yes","2+","Yes","No","Yes","No","No","Yes","No","Yes","2+","Yes","2+","Yes","No","No","Yes","No","No","Yes"
"2013-000277-72","The MILO Study (MEK Inhibitor in Low-grade Serous Ovarian Cancer):A Multinational Randomized Open-label Phase 3 Study of MEK162 vs. Physician’s Choice Chemotherapy in Patients with Recurrent or Persistent Low-grade Serous Carcinomas of the Ovary Fallopian Tube or Primary Peritoneum","NL","No","No","Yes","ok","Yes","No","Yes","Yes","2+","Yes","No","Yes","No","No","Yes","No","Yes","2+","Yes","2+","Yes","No","No","Yes","No","No","Yes"
"2013-000277-72","The MILO Study (MEK Inhibitor in Low-grade Serous Ovarian Cancer):A Multinational Randomized Open-label Phase 3 Study of MEK162 vs. Physician’s Choice Chemotherapy in Patients with Recurrent or Persistent Low-grade Serous Carcinomas of the Ovary Fallopian Tube or Primary Peritoneum","ES","No","No","Yes","ok","Yes","No","Yes","Yes","2+","Yes","No","Yes","No","No","Yes","No","Yes","2+","Yes","2+","Yes","No","No","Yes","No","No","Yes"
"2013-000277-72","The MILO Study (MEK Inhibitor in Low-grade Serous Ovarian Cancer):A Multinational Randomized Open-label Phase 3 Study of MEK162 vs. Physician’s Choice Chemotherapy in Patients with Recurrent or Persistent Low-grade Serous Carcinomas of the Ovary Fallopian Tube or Primary Peritoneum","GB","No","No","Yes","ok","Yes","No","Yes","Yes","2+","Yes","No","Yes","No","No","Yes","No","Yes","2+","Yes","2+","Yes","No","No","Yes","No","No","Yes"
"2013-000277-72","The MILO Study (MEK Inhibitor in Low-grade Serous Ovarian Cancer):A Multinational Randomized Open-label Phase 3 Study of MEK162 vs. Physician’s Choice Chemotherapy in Patients with Recurrent or Persistent Low-grade Serous Carcinomas of the Ovary Fallopian Tube or Primary Peritoneum","FI","No","No","Yes","ok","Yes","No","Yes","Yes","2+","Yes","No","Yes","No","No","Yes","No","Yes","2+","Yes","2+","Yes","No","No","Yes","No","No","Yes"
"2013-000277-72","The MILO Study (MEK Inhibitor in Low-grade Serous Ovarian Cancer):A Multinational Randomized Open-label Phase 3 Study of MEK162 vs. Physician’s Choice Chemotherapy in Patients with Recurrent or Persistent Low-grade Serous Carcinomas of the Ovary Fallopian Tube or Primary Peritoneum","CZ","No","No","Yes","ok","Yes","No","Yes","Yes","2+","Yes","No","Yes","No","No","Yes","No","Yes","2+","Yes","2+","Yes","No","No","Yes","No","No","Yes"
"2013-000277-72","The MILO Study (MEK Inhibitor in Low-grade Serous Ovarian Cancer):A Multinational Randomized Open-label Phase 3 Study of MEK162 vs. Physician’s Choice Chemotherapy in Patients with Recurrent or Persistent Low-grade Serous Carcinomas of the Ovary Fallopian Tube or Primary Peritoneum","BE","No","No","Yes","ok","Yes","No","Yes","Yes","2+","Yes","No","Yes","No","No","Yes","No","Yes","2+","Yes","2+","Yes","No","No","Yes","No","No","Yes"
"2013-000277-72","The MILO Study (MEK Inhibitor in Low-grade Serous Ovarian Cancer):A Multinational Randomized Open-label Phase 3 Study of MEK162 vs. Physician’s Choice Chemotherapy in Patients with Recurrent or Persistent Low-grade Serous Carcinomas of the Ovary Fallopian Tube or Primary Peritoneum","DK","No","No","Yes","ok","Yes","No","Yes","Yes","2+","Yes","No","Yes","No","No","Yes","No","Yes","2+","Yes","2+","Yes","No","No","Yes","No","No","Yes"
"2013-000277-72","The MILO Study (MEK Inhibitor in Low-grade Serous Ovarian Cancer):A Multinational Randomized Open-label Phase 3 Study of MEK162 vs. Physician’s Choice Chemotherapy in Patients with Recurrent or Persistent Low-grade Serous Carcinomas of the Ovary Fallopian Tube or Primary Peritoneum","PL","No","No","Yes","ok","Yes","No","Yes","Yes","2+","Yes","No","Yes","No","No","Yes","No","Yes","2+","Yes","2+","Yes","No","No","Yes","No","No","Yes"
"2013-000277-72","The MILO Study (MEK Inhibitor in Low-grade Serous Ovarian Cancer):A Multinational Randomized Open-label Phase 3 Study of MEK162 vs. Physician’s Choice Chemotherapy in Patients with Recurrent or Persistent Low-grade Serous Carcinomas of the Ovary Fallopian Tube or Primary Peritoneum","IT","No","No","Yes","ok","Yes","No","Yes","Yes","2+","Yes","No","Yes","No","No","Yes","No","Yes","2+","Yes","2+","Yes","No","No","Yes","No","No","Yes"
"2013-000314-38","A randomized phase II study to evaluate the efficacy and safety of chemotherapy (CT) vs androgen deprivation therapy (ADT) in patients with recurrent and/or metastatic androgen receptor (AR) expressing salivary gland cancer (SGCs)","HU","No","No","Yes","ok","Yes","No","Yes","Yes","2+","Yes","No","Yes","No","No","Yes","No","Yes","2+","Yes","2+","Yes","No","No","Yes","Yes","No","Yes"
"2013-000314-38","A randomized phase II study to evaluate the efficacy and safety of chemotherapy (CT) vs androgen deprivation therapy (ADT) in patients with recurrent and/or metastatic androgen receptor (AR) expressing salivary gland cancer (SGCs)","FR","No","No","Yes","ok","Yes","No","Yes","Yes","2+","Yes","No","Yes","No","No","Yes","No","Yes","2+","Yes","2+","Yes","No","No","Yes","Yes","No","Yes"
"2013-000314-38","A randomized phase II study to evaluate the efficacy and safety of chemotherapy (CT) vs androgen deprivation therapy (ADT) in patients with recurrent and/or metastatic androgen receptor (AR) expressing salivary gland cancer (SGCs)","NL","No","No","Yes","ok","Yes","No","Yes","Yes","2+","Yes","No","Yes","No","No","Yes","No","Yes","2+","Yes","2+","Yes","No","No","Yes","Yes","No","Yes"
"2013-000314-38","A randomized phase II study to evaluate the efficacy and safety of chemotherapy (CT) vs androgen deprivation therapy (ADT) in patients with recurrent and/or metastatic androgen receptor (AR) expressing salivary gland cancer (SGCs)","BE","No","No","Yes","ok","Yes","No","Yes","Yes","2+","Yes","No","Yes","No","No","Yes","No","Yes","2+","Yes","2+","Yes","No","No","Yes","Yes","No","Yes"
"2013-000314-38","A randomized phase II study to evaluate the efficacy and safety of chemotherapy (CT) vs androgen deprivation therapy (ADT) in patients with recurrent and/or metastatic androgen receptor (AR) expressing salivary gland cancer (SGCs)Eine randomisierte Phase-II-Studie zur Untersuchung der Wirksamkeit und Sicherheit einer Chemotherapie gegenüber einer Androgendeprivationstherapie (ADT) bei Patienten mit rezidivierenden Störungen oder Metastasen in Bezug auf die Androgen-Rezeptoren (AR) aufgrund von Speicheldrüsenkrebs (SGCs).","AT","No","No","Yes","ok","Yes","No","Yes","Yes","2+","Yes","No","Yes","No","No","Yes","No","Yes","2+","Yes","2+","Yes","No","No","Yes","Yes","No","Yes"
