"active_comparator","arms","controlled","crossover","design","double_blind","eudract_number","open","parallel_group","placebo","protocol_country_code","randomised","single_blind","title","open_gs","open_orig","arms_gs","arms_orig","double_blind_gs","double_blind_orig","single_blind_gs","single_blind_orig","controlled_gs","controlled_orig","parallel_group_gs","parallel_group_orig","crossover_gs","crossover_orig","randomised_gs","randomised_orig"
"No","2+","Yes","No","ok","No","2013-002431-15","Yes","Yes","No","AT","Yes","No","A 12-month phase IV randomized open label multicenter study to compare efficacy of 0.5 mg ranibizumab PRN compared to 2 mg aflibercept bimonthly intravitreal injections on retinal thickness stability till month 6 of treatment and explore correlated functional outcomes up to month 12 in patients with neovascular (wet) age-related macular degeneration (AMD)","Yes","Yes","2+","2+","No","No","No","No","Yes","Yes","Yes","Yes","No","No","Yes","Yes"
"No","2+","Yes","No","ok","No","2013-002431-15","Yes","Yes","No","DK","Yes","No","A 12-month phase IV randomized open label multicenter study to compare efficacy of 0.5 mg ranibizumab PRN compared to 2 mg aflibercept bimonthly intravitreal injections on retinal thickness stability till month 6 of treatment and explore correlated functional outcomes up to month 12 in patients with neovascular (wet) age-related macular degeneration (AMD)","Yes","Yes","2+","2+","No","No","No","No","Yes","Yes","Yes","Yes","No","No","Yes","Yes"
"No","2+","Yes","No","ok","No","2013-002431-15","Yes","Yes","No","NL","Yes","No","A 12-month phase IV randomized open label multicenter study to compare efficacy of 0.5 mg ranibizumab PRN versus 2 mg aflibercept bimonthly intravitreal injections on retinal thickness stability till month 6 of treatment and explore functional outcomes up to month 12 in patients with neovascular (wet) age-related macular degeneration (AMD)","Yes","Yes","2+","2+","No","No","No","No","Yes","Yes","Yes","Yes","No","No","Yes","Yes"
"No","2+","Yes","No","ok","No","2013-002431-15","Yes","Yes","No","PT","Yes","No","A 12-month phase IV randomized open label multicenter study to compare efficacy of 0.5 mg ranibizumab PRN versus 2 mg aflibercept bimonthly intravitreal injections on retinal thickness stability till month 6 of treatment and explore functional outcomes up to month 12 in patients with neovascular (wet) age-related macular degeneration (AMD)","Yes","Yes","2+","2+","No","No","No","No","Yes","Yes","Yes","Yes","No","No","Yes","Yes"
"No","2+","Yes","No","ok","No","2013-002431-15","Yes","Yes","No","DE","Yes","No","A 12-month phase IV randomized open label multicenter study to compare efficacy of 0.5 mg ranibizumab PRN compared to 2 mg aflibercept bimonthly intravitreal injections on retinal thickness stability till month 6 of treatment and explore correlated functional outcomes up to month 12 in patients with neovascular (wet) age-related macular degeneration (AMD)","Yes","Yes","2+","2+","No","No","No","No","Yes","Yes","Yes","Yes","No","No","Yes","Yes"
"No","2+","Yes","No","ok","No","2013-002431-15","Yes","Yes","No","SE","Yes","No","A 12-month phase IV randomized open label multicenter study to compare efficacy of 0.5 mg ranibizumab PRN versus 2 mg aflibercept bimonthly intravitreal injections on retinal thickness stability till month 6 of treatment and explore functional outcomes up to month 12 in patients with neovascular (wet) age-related macular degeneration (AMD)","Yes","Yes","2+","2+","No","No","No","No","Yes","Yes","Yes","Yes","No","No","Yes","Yes"
"No","2+","Yes","No","ok","Yes","2012-001923-11","No","No","Yes","NL","Yes","No","A Multicentre Interventional treatment Randomised Double-Blind Single Group Assignment Placebo Controlled Study to Evaluate the Efficacy and Safety of Two Different Doses of Nefecon in primary IgA nephropathy patients at risk of developing end-stage renal diseaseStudio Interventistico Multicentrico Randomizzato in doppio Cieco Singolo Gruppo di Assegnazione Controllato vs. Placebo per valutare l'Efficacia e la Sicurezza di due differenti dosi di Nefecon in pazienti con nefropatie primaria da IgA a rischio di sviluppare una malattia renale all'ultimo stadio","No","No","2+","2+","Yes","Yes","No","No","Yes","Yes","No","Yes","No","No","Yes","Yes"
"No","2+","Yes","No","ok","Yes","2012-001923-11","No","Yes","Yes","DK","Yes","No","A Multicentre Interventional Treatment Randomised Double-Blind Single Group Assignment Placebo Controlled Study to Evaluate the Efficacy and Safety of Two Different Doses of Nefecon® in Primary IgA Nephropathy Patients at Risk of Developing End-Stage Renal Disease","No","No","2+","2+","Yes","Yes","No","No","Yes","Yes","No","Yes","No","No","Yes","Yes"
"No","2+","Yes","No","ok","Yes","2012-001923-11","No","Yes","Yes","CZ","Yes","No","A Multicentre Interventional Treatment Randomised Double-Blind Single Group Assignment Placebo Controlled Study to Evaluate the Efficacy and Safety of Two Different Doses of Nefecon® in Primary IgA Nephropathy Patients at Risk of Developing End-Stage Renal DiseaseEstudio multicéntrico de tratamiento intervencionista aleatorizado doble ciego controlado con placebo para evaluar la eficacia y seguridad de dos dosis diferentes de Nefecon® en pacientes con Nefropatía IgA Primaria en riesgo de desarrollar Enfermedad Renal en Etapa Terminal (ERET).","No","No","2+","2+","Yes","Yes","No","No","Yes","Yes","No","Yes","No","No","Yes","Yes"
"No","2+","Yes","No","ok","Yes","2012-001923-11","No","Yes","Yes","DE","Yes","No","A Multicentre Interventional Treatment Randomised Double-Blind Single Group Assignment Placebo Controlled Study to Evaluate the Efficacy and Safety of Two Different Doses of Nefecon® in Primary IgA Nephropathy Patients at Risk of Developing End-Stage Renal DiseaseEstudio multicéntrico de tratamiento intervencionista aleatorizado doble ciego controlado con placebo para evaluar la eficacia y seguridad de dos dosis diferentes de Nefecon® en pacientes con Nefropatía IgA Primaria en riesgo de desarrollar Enfermedad Renal en Etapa Terminal (ERET).","No","No","2+","2+","Yes","Yes","No","No","Yes","Yes","No","Yes","No","No","Yes","Yes"
"No","2+","Yes","No","ok","Yes","2012-001923-11","No","Yes","Yes","FI","Yes","No","A Multicentre Interventional Treatment Randomised Double-Blind Single Group Assignment Placebo Controlled Study to Evaluate the Efficacy and Safety of Two Different Doses of Nefecon® in Primary IgA Nephropathy Patients at Risk of Developing End-Stage Renal DiseaseEstudio multicéntrico de tratamiento intervencionista aleatorizado doble ciego controlado con placebo para evaluar la eficacia y seguridad de dos dosis diferentes de Nefecon® en pacientes con Nefropatía IgA Primaria en riesgo de desarrollar Enfermedad Renal en Etapa Terminal (ERET).","No","No","2+","2+","Yes","Yes","No","No","Yes","Yes","No","Yes","No","No","Yes","Yes"
"No","2+","Yes","No","ok","Yes","2012-001923-11","No","Yes","Yes","GB","Yes","No","A Multicentre Interventional Treatment Randomised Double-Blind Single Group Assignment Placebo Controlled Study to Evaluate the Efficacy and Safety of Two Different Doses of Nefecon® in Primary IgA Nephropathy Patients at Risk of Developing End-Stage Renal Disease","No","No","2+","2+","Yes","Yes","No","No","Yes","Yes","No","Yes","No","No","Yes","Yes"
"No","2+","Yes","No","ok","Yes","2012-001923-11","No","No","Yes","BE","Yes","No","A Multicentre Interventional treatment Randomised Double-Blind Single Group Assignment Placebo Controlled Study to Evaluate the Efficacy and Safety of Two Different Doses of Nefecon in primary IgA nephropathy patients at risk of developing end-stage renal diseaseStudio Interventistico Multicentrico Randomizzato in doppio Cieco Singolo Gruppo di Assegnazione Controllato vs. Placebo per valutare l'Efficacia e la Sicurezza di due differenti dosi di Nefecon in pazienti con nefropatie primaria da IgA a rischio di sviluppare una malattia renale all'ultimo stadio","No","No","2+","2+","Yes","Yes","No","No","Yes","Yes","No","Yes","No","No","Yes","Yes"
"No","2+","Yes","No","ok","Yes","2012-001923-11","No","No","Yes","SE","Yes","No","A Multicentre Interventional Treatment Randomised Double-Blind Single Group Assignment Placebo Controlled Study to Evaluate the Efficacy and Safety of Two Different Doses of Nefecon® in Primary IgA Nephropathy Patients at Risk of Developing End-Stage Renal DiseaseMulticentrické intervenční randomizované dvojitě zaslepené placebem kontrolované klinické hodnocení se zařazováním do jedné skupiny ke stanovení účinnosti a bezpečnosti dvou různých dávek přípravku Nefecon® u pacientů s primární IgA nefropatií s rizikem rozvoje konečného stádia onemocnění ledvin","No","No","2+","2+","Yes","Yes","No","No","Yes","Yes","No","Yes","No","No","Yes","Yes"
"No","2+","Yes","No","ok","Yes","2012-001923-11","No","No","Yes","ES","Yes","No","A Multicentre Interventional Treatment Randomised Double-Blind Single Group Assignment Placebo Controlled Study to Evaluate the Efficacy and Safety of Two Different Doses of Nefecon® in Primary IgA Nephropathy Patients at Risk of Developing End-Stage Renal DiseaseMulticentrické intervenční randomizované dvojitě zaslepené placebem kontrolované klinické hodnocení se zařazováním do jedné skupiny ke stanovení účinnosti a bezpečnosti dvou různých dávek přípravku Nefecon® u pacientů s primární IgA nefropatií s rizikem rozvoje konečného stádia onemocnění ledvin","No","No","2+","2+","Yes","Yes","No","No","Yes","Yes","No","Yes","No","No","Yes","Yes"
"No","2+","Yes","No","ok","Yes","2012-001923-11","No","Yes","Yes","IT","Yes","No","A Multicentre Interventional Treatment Randomised Double-Blind Single Group Assignment Placebo Controlled Study to Evaluate the Efficacy and Safety of Two Different Doses of Nefecon® in Primary IgA Nephropathy Patients at Risk of Developing End-Stage Renal DiseaseEstudio multicéntrico de tratamiento intervencionista aleatorizado doble ciego controlado con placebo para evaluar la eficacia y seguridad de dos dosis diferentes de Nefecon® en pacientes con Nefropatía IgA Primaria en riesgo de desarrollar Enfermedad Renal en Etapa Terminal (ERET).","No","No","2+","2+","Yes","Yes","No","No","Yes","Yes","No","Yes","No","No","Yes","Yes"
"No","2+","Yes","No","ok","Yes","2013-003820-36","No","Yes","Yes","SE","Yes","No","A MULTINATIONAL RANDOMISED DOUBLE-BLIND PLACEBO-CONTROLLEDPHASE III EFFICACY AND SAFETY STUDY OF ODM-201 IN MEN WITH HIGH-RISK NON-METASTATIC CASTRATION-RESISTANT PROSTATE CANCER","No","No","2+","2+","Yes","Yes","No","No","Yes","Yes","Yes","Yes","No","No","Yes","Yes"
"No","2+","Yes","No","ok","Yes","2013-003820-36","No","Yes","Yes","PL","Yes","No","A MULTINATIONAL RANDOMISED DOUBLE-BLIND PLACEBO-CONTROLLED PHASE III EFFICACY AND SAFETY STUDY OF DAROLUTAMIDE (ODM-201) IN MEN WITH HIGH-RISK NON-METASTATIC CASTRATION-RESISTANT PROSTATE CANCER","No","No","2+","2+","Yes","Yes","No","No","Yes","Yes","Yes","Yes","No","No","Yes","Yes"
"No","2+","Yes","No","ok","Yes","2013-003820-36","No","Yes","Yes","HU","Yes","No","A MULTINATIONAL RANDOMISED DOUBLE-BLIND PLACEBO-CONTROLLEDPHASE III EFFICACY AND SAFETY STUDY OF DAROLUTAMIDE (ODM-201) IN MEN WITH HIGH-RISK NON-METASTATIC CASTRATION-RESISTANT PROSTATE CANCER","No","No","2+","2+","Yes","Yes","No","No","Yes","Yes","Yes","Yes","No","No","Yes","Yes"
"No","2+","Yes","No","ok","Yes","2013-003820-36","No","Yes","Yes","LT","Yes","No","A MULTINATIONAL RANDOMISED DOUBLE-BLIND PLACEBO-CONTROLLEDPHASE III EFFICACY AND SAFETY STUDY OF DAROLUTAMIDE (ODM-201) IN MEN WITH HIGH-RISK NON-METASTATIC CASTRATION-RESISTANT PROSTATE CANCERMezinárodní randomizovaná dvojitě zaslepená placebem kontrolovaná studie fáze III  hodnotící účinnost a bezpečnost přípravku darolutamidu (ODM-201) u mužů ohrožených vysokým rizikem nemetastázujícího kastračně rezistentního karcinomu prostaty.","No","No","2+","2+","Yes","Yes","No","No","Yes","Yes","Yes","Yes","No","No","Yes","Yes"
"No","2+","Yes","No","ok","Yes","2013-003820-36","No","Yes","Yes","AT","Yes","No","A MULTINATIONAL RANDOMISED DOUBLE-BLIND PLACEBO-CONTROLLEDPHASE III EFFICACY AND SAFETY STUDY OF DAROLUTAMIDE (ODM-201) IN MEN WITH HIGH-RISK NON-METASTATIC CASTRATION-RESISTANT PROSTATE CANCER","No","No","2+","2+","Yes","Yes","No","No","Yes","Yes","Yes","Yes","No","No","Yes","Yes"
"No","2+","Yes","No","ok","Yes","2013-003820-36","No","Yes","Yes","BE","Yes","No","A MULTINATIONAL RANDOMISED DOUBLE-BLIND PLACEBO-CONTROLLEDPHASE III EFFICACY AND SAFETY STUDY OF DAROLUTAMIDE (DCM-201) IN MEN WITH HIGH-RISK NON-METASTATIC CASTRATION-RESISTANT PROSTATE CANCER","No","No","2+","2+","Yes","Yes","No","No","Yes","Yes","Yes","Yes","No","No","Yes","Yes"
"No","2+","Yes","No","ok","Yes","2013-003820-36","No","Yes","Yes","GB","Yes","No","A MULTINATIONAL RANDOMISED DOUBLE-BLIND PLACEBO-CONTROLLEDPHASE III EFFICACY AND SAFETY STUDY OF DAROLUTAMIDE (ODM-201) IN MEN WITH HIGH-RISK NON-METASTATIC CASTRATION-RESISTANT PROSTATE CANCER","No","No","2+","2+","Yes","Yes","No","No","Yes","Yes","Yes","Yes","No","No","Yes","Yes"
"No","2+","Yes","No","ok","Yes","2013-003820-36","No","Yes","Yes","CZ","Yes","No","A MULTINATIONAL RANDOMISED DOUBLE-BLIND PLACEBO-CONTROLLEDPHASE III EFFICACY AND SAFETY STUDY OF DAROLUTAMIDE (ODM-201) IN MEN WITH HIGH-RISK NON-METASTATIC CASTRATION-RESISTANT PROSTATE CANCERMezinárodní randomizovaná dvojitě zaslepená placebem kontrolovaná studie fáze III  hodnotící účinnost a bezpečnost přípravku darolutamidu (ODM-201) u mužů ohrožených vysokým rizikem nemetastázujícího kastračně rezistentního karcinomu prostaty.","No","No","2+","2+","Yes","Yes","No","No","Yes","Yes","Yes","Yes","No","No","Yes","Yes"
"No","2+","Yes","No","ok","Yes","2013-003820-36","No","Yes","Yes","RO","Yes","No","A MULTINATIONAL RANDOMISED DOUBLE-BLIND PLACEBO-CONTROLLEDPHASE III EFFICACY AND SAFETY STUDY OF DAROLUTAMIDE (ODM-201) IN MEN WITH HIGH-RISK NON-METASTATIC CASTRATION-RESISTANT PROSTATE CANCERMezinárodní randomizovaná dvojitě zaslepená placebem kontrolovaná studie fáze III  hodnotící účinnost a bezpečnost přípravku darolutamidu (ODM-201) u mužů ohrožených vysokým rizikem nemetastázujícího kastračně rezistentního karcinomu prostaty.","No","No","2+","2+","Yes","Yes","No","No","Yes","Yes","Yes","Yes","No","No","Yes","Yes"
"No","2+","Yes","No","ok","Yes","2013-003820-36","No","Yes","Yes","IT","Yes","No","A MULTINATIONAL RANDOMISED DOUBLE-BLIND PLACEBO-CONTROLLEDPHASE III EFFICACY AND SAFETY STUDY OF DAROLUTAMIDE ODM-201 IN MEN WITH HIGH-RISK NON-METASTATIC CASTRATION-RESISTANT PROSTATE CANCER","No","No","2+","2+","Yes","Yes","No","No","Yes","Yes","Yes","Yes","No","No","Yes","Yes"
"No","2+","Yes","No","ok","Yes","2013-003820-36","No","Yes","Yes","SK","Yes","No","A MULTINATIONAL RANDOMISED DOUBLE-BLIND PLACEBO-CONTROLLEDPHASE III EFFICACY AND SAFETY STUDY OF DAROLUTAMIDE ODM-201 IN MEN WITH HIGH-RISK NON-METASTATIC CASTRATION-RESISTANT PROSTATE CANCER","No","No","2+","2+","Yes","Yes","No","No","Yes","Yes","Yes","Yes","No","No","Yes","Yes"
"No","2+","Yes","No","ok","Yes","2013-003820-36","No","Yes","Yes","LV","Yes","No","A MULTINATIONAL RANDOMISED DOUBLE-BLIND PLACEBO-CONTROLLEDPHASE III EFFICACY AND SAFETY STUDY OF ODM-201 IN MEN WITH HIGH-RISK NON-METASTATIC CASTRATION-RESISTANT PROSTATE CANCER","No","No","2+","2+","Yes","Yes","No","No","Yes","Yes","Yes","Yes","No","No","Yes","Yes"
"No","2+","Yes","No","ok","Yes","2013-003820-36","No","Yes","Yes","BG","Yes","No","A MULTINATIONAL RANDOMISED DOUBLE-BLIND PLACEBO-CONTROLLEDPHASE III EFFICACY AND SAFETY STUDY OF DAROLUTAMIDE (ODM-201) IN MEN WITH HIGH-RISK NON-METASTATIC CASTRATION-RESISTANT PROSTATE CANCER","No","No","2+","2+","Yes","Yes","No","No","Yes","Yes","Yes","Yes","No","No","Yes","Yes"
"No","2+","Yes","No","ok","Yes","2013-003820-36","No","Yes","Yes","FI","Yes","No","A MULTINATIONAL RANDOMISED DOUBLE-BLIND PLACEBO-CONTROLLED PHASE III EFFICACY AND SAFETY STUDY OF DAROLUTAMIDE (ODM-201) IN MEN WITH HIGH-RISK NON-METASTATIC CASTRATION-RESISTANT PROSTATE CANCER","No","No","2+","2+","Yes","Yes","No","No","Yes","Yes","Yes","Yes","No","No","Yes","Yes"
"No","2+","Yes","No","ok","Yes","2013-003820-36","No","Yes","Yes","DE","Yes","No","A MULTINATIONAL RANDOMISED DOUBLE-BLIND PLACEBO-CONTROLLEDPHASE III EFFICACY AND SAFETY STUDY OF DAROLUTAMIDE (ODM-201) IN MEN WITH HIGH-RISK NON-METASTATIC CASTRATION-RESISTANT PROSTATE CANCER","No","No","2+","2+","Yes","Yes","No","No","Yes","Yes","Yes","Yes","No","No","Yes","Yes"
"No","2+","Yes","No","ok","Yes","2013-003820-36","No","Yes","Yes","EE","Yes","No","A MULTINATIONAL RANDOMISED DOUBLE-BLIND PLACEBO-CONTROLLED PHASE III EFFICACY AND SAFETY STUDY OF DAROLUTAMIDE (ODM-201) IN MEN WITH HIGH-RISK NON-METASTATIC CASTRATION-RESISTANT PROSTATE CANCER","No","No","2+","2+","Yes","Yes","No","No","Yes","Yes","Yes","Yes","No","No","Yes","Yes"
"No","2+","Yes","No","ok","Yes","2013-003820-36","No","Yes","Yes","PT","Yes","No","A MULTINATIONAL RANDOMISED DOUBLE-BLIND PLACEBO-CONTROLLEDPHASE III EFFICACY AND SAFETY STUDY OF DAROLUTAMIDE (DCM-201) IN MEN WITH HIGH-RISK NON-METASTATIC CASTRATION-RESISTANT PROSTATE CANCER","No","No","2+","2+","Yes","Yes","No","No","Yes","Yes","Yes","Yes","No","No","Yes","Yes"
"No","2+","Yes","No","ok","Yes","2010-024332-42","No","Yes","Yes","BE","Yes","No","A randomized double-blind placebo-controlled phase II study to investigate the efficacy and safety of riociguat (0.5 mg 1.0 mg 1.5 mg 2.0 mg and 2.5 mg TID) in patients with symptomatic pulmonary hypertension associated with idiopathic interstitial pneumonias (IIP)Studio di Fase II  randomizzato in doppio cieco controllato verso placebo per valutare l’efficacia e la sicurezza di Riociguat (0.5 mg 1 mg 1.5 mg 2 mg or 2.5 mg TID) in pazienti con ipertensione arteriosa polmonare associata a polmoniti interstiziali idiopatiche (IIP)","No","No","2+","2+","Yes","Yes","No","No","Yes","Yes","Yes","No","No","No","Yes","Yes"
"No","2+","Yes","No","ok","Yes","2010-024332-42","No","Yes","Yes","IT","Yes","No","A randomized double-blind placebo-controlled phase II study to investigate the efficacy and safety of riociguat (0.5 mg 1.0 mg 1.5 mg 2.0 mg and 2.5 mg TID) in patients with symptomatic pulmonary hypertension associated with idiopathic interstitial pneumonias (IIP)Estudio de fase II aleatorizado doble ciego controlado con placebo para investigar la eficacia y la seguridad de Riociguat (05 mg 10 mg 15 mg 20 mg y 25 mg tres veces al día) en pacientes con hipertensión pulmonar sintomática asociada a neumonía intersticial idiopática (NII).","No","No","2+","2+","Yes","Yes","No","No","Yes","Yes","Yes","No","No","No","Yes","Yes"
"No","2+","Yes","No","ok","Yes","2010-024332-42","No","No","Yes","GR","Yes","No","A randomized double-blind placebo-controlled phase II study to investigate the efficacy and safety of riociguat (0.5 mg 1.0 mg 1.5 mg 2.0 mg and 2.5 mg TID) in patients with symptomatic pulmonary hypertension associated with idiopathic interstitial pneumonias (IIP)","No","No","2+","2+","Yes","Yes","No","No","Yes","Yes","Yes","No","No","No","Yes","Yes"
"No","2+","Yes","No","ok","Yes","2010-024332-42","No","Yes","Yes","DE","Yes","No","A randomized double-blind placebo-controlled phase II study to investigate the efficacy and safety of riociguat (0.5 mg 1.0 mg 1.5 mg 2.0 mg and 2.5 mg TID) in patients with symptomatic pulmonary hypertension associated with idiopathic interstitial pneumonias (IIP)Estudio de fase II aleatorizado doble ciego controlado con placebo para investigar la eficacia y la seguridad de Riociguat (05 mg 10 mg 15 mg 20 mg y 25 mg tres veces al día) en pacientes con hipertensión pulmonar sintomática asociada a neumonía intersticial idiopática (NII).","No","No","2+","2+","Yes","Yes","No","No","Yes","Yes","Yes","No","No","No","Yes","Yes"
"No","2+","Yes","No","ok","Yes","2010-024332-42","No","Yes","Yes","GB","Yes","No","A randomized double-blind placebo-controlled phase II study to investigate the efficacy and safety of riociguat (0.5 mg 1.0 mg 1.5 mg 2.0 mg and 2.5 mg TID) in patients with symptomatic pulmonary hypertension associated with idiopathic interstitial pneumonias (IIP)Estudio de fase II aleatorizado doble ciego controlado con placebo para investigar la eficacia y la seguridad de Riociguat (05 mg 10 mg 15 mg 20 mg y 25 mg tres veces al día) en pacientes con hipertensión pulmonar sintomática asociada a neumonía intersticial idiopática (NII).","No","No","2+","2+","Yes","Yes","No","No","Yes","Yes","Yes","No","No","No","Yes","Yes"
"No","2+","Yes","No","ok","Yes","2010-024332-42","No","Yes","Yes","PT","Yes","No","A randomized double-blind placebo-controlled phase II study to investigate the efficacy and safety of riociguat (0.5 mg 1.0 mg 1.5 mg 2.0 mg and 2.5 mg TID) in patients with symptomatic pulmonary hypertension associated with idiopathic interstitial pneumonias (IIP)Estudio de fase II aleatorizado doble ciego controlado con placebo para investigar la eficacia y la seguridad de Riociguat (05 mg 10 mg 15 mg 20 mg y 25 mg tres veces al día) en pacientes con hipertensión pulmonar sintomática asociada a neumonía intersticial idiopática (NII).","No","No","2+","2+","Yes","Yes","No","No","Yes","Yes","Yes","No","No","No","Yes","Yes"
"No","2+","Yes","No","ok","Yes","2010-024332-42","No","Yes","Yes","DK","Yes","No","A randomized double-blind placebo-controlled phase II study to investigate the efficacy and safety of riociguat (0.5 mg 1.0 mg 1.5 mg 2.0 mg and 2.5 mg TID) in patients with symptomatic pulmonary hypertension associated with idiopathic interstitial pneumonias (IIP)Studio di Fase II  randomizzato in doppio cieco controllato verso placebo per valutare l’efficacia e la sicurezza di Riociguat (0.5 mg 1 mg 1.5 mg 2 mg or 2.5 mg TID) in pazienti con ipertensione arteriosa polmonare associata a polmoniti interstiziali idiopatiche (IIP)","No","No","2+","2+","Yes","Yes","No","No","Yes","Yes","Yes","No","No","No","Yes","Yes"
"No","2+","Yes","No","ok","Yes","2010-024332-42","No","Yes","Yes","ES","Yes","No","A randomized double-blind placebo-controlled phase II study to investigate the efficacy and safety of riociguat (0.5 mg 1.0 mg 1.5 mg 2.0 mg and 2.5 mg TID) in patients with symptomatic pulmonary hypertension associated with idiopathic interstitial pneumonias (IIP)Studio di Fase II  randomizzato in doppio cieco controllato verso placebo per valutare l’efficacia e la sicurezza di Riociguat (0.5 mg 1 mg 1.5 mg 2 mg or 2.5 mg TID) in pazienti con ipertensione arteriosa polmonare associata a polmoniti interstiziali idiopatiche (IIP)","No","No","2+","2+","Yes","Yes","No","No","Yes","Yes","Yes","No","No","No","Yes","Yes"
"Yes","2+","Yes","No","ok","Yes","2010-022872-30","No","Yes","No","HU","Yes","No","A multicenter randomized double-blind parallel group study to evaluate the efficacy and safety of two different doses of palonosetron compared to ondansetron in the prevention of CINV in pediatric patients undergoing single and repeated cycles of MEC or HEC.","No","No","2+","2+","Yes","Yes","No","No","Yes","Yes","Yes","Yes","No","No","Yes","Yes"
"Yes","2+","Yes","No","ok","Yes","2010-022872-30","No","Yes","No","CZ","Yes","No","A multicenter randomized double-blind parallel group study to evaluate the efficacy and safety of two different doses of palonosetron compared to ondansetron in the prevention of CINV in pediatric patients undergoing single and repeated cycles of MEC or HEC.","No","No","2+","2+","Yes","Yes","No","No","Yes","Yes","Yes","Yes","No","No","Yes","Yes"
"Yes","2+","Yes","No","ok","Yes","2010-022872-30","No","Yes","No","BG","Yes","No","A multicenter randomized double-blind parallel group study to evaluate the efficacy and safety of two different doses of palonosetron compared to ondansetron in the prevention of CINV in pediatric patients undergoing single and repeated cycles of MEC or HEC.","No","No","2+","2+","Yes","Yes","No","No","Yes","Yes","Yes","Yes","No","No","Yes","Yes"
"Yes","2+","Yes","No","ok","Yes","2010-022872-30","No","Yes","No","GB","Yes","No","A multicenter randomized double-blind parallel group study to evaluate the efficacy and safety of two different doses of palonosetron compared to ondansetron in the prevention of CINV in pediatric patients undergoing single and repeated cycles of MEC or HEC.","No","No","2+","2+","Yes","Yes","No","No","Yes","Yes","Yes","Yes","No","No","Yes","Yes"
"Yes","2+","Yes","No","ok","Yes","2010-022872-30","No","Yes","No","FR","Yes","No","A multicenter randomized double-blind parallel group study to evaluate the efficacy and safety of two different doses of palonosetron compared to ondansetron in the prevention of CINV in pediatric patients undergoing single and repeated cycles of MEC or HEC.","No","No","2+","2+","Yes","Yes","No","No","Yes","Yes","Yes","Yes","No","No","Yes","Yes"
"Yes","2+","Yes","No","ok","Yes","2010-022872-30","No","Yes","No","DE","Yes","No","A multicenter randomized double-blind parallel group study to evaluate the efficacy and safety of two different doses of palonosetron compared to ondansetron in the prevention of CINV in pediatric patients undergoing single and repeated cycles of MEC or HEC.","No","No","2+","2+","Yes","Yes","No","No","Yes","Yes","Yes","Yes","No","No","Yes","Yes"
"Yes","2+","Yes","No","ok","Yes","2010-022872-30","No","Yes","No","EE","Yes","No","A multicenter randomized double-blind parallel group study to evaluate the efficacy and safety of two different doses of palonosetron compared to ondansetron in the prevention of CINV in pediatric patients undergoing single and repeated cycles of MEC or HEC.","No","No","2+","2+","Yes","Yes","No","No","Yes","Yes","Yes","Yes","No","No","Yes","Yes"
"Yes","2+","Yes","No","ok","Yes","2010-022872-30","No","Yes","No","AT","Yes","No","A multicenter randomized double-blind parallel group study to evaluate the efficacy and safety of two different doses of palonosetron compared to ondansetron in the prevention of CINV in pediatric patients undergoing single and repeated cycles of MEC or HEC.","No","No","2+","2+","Yes","Yes","No","No","Yes","Yes","Yes","Yes","No","No","Yes","Yes"
"No","2+","Yes","No","ok","Yes","2010-021174-11","No","Yes","Yes","DE","Yes","No","Estudio en fase III aleatorizado doble ciego y controlado con placebo para investigar la eficacia la seguridad y la tolerabilidad de TMC435 frente a placebo como parte de un régimen de tratamiento que incluye peginterferón alfa-2a  (Pegasys®) y ribavirina (Copegus®) o peginterferón alfa-2b (PegIntron®) y ribavirina (Rebetol®) en sujetos infectados por el virus de la hepatitis C genotipo 1 no tratados previamente.A Phase III randomized double-blind placebo-controlled study to investigate the efficacy safety and tolerability of TMC435 versus placebo as part of a treatment regimen including peginterferon alfa-2a (Pegasys®) and ribavirin (Copegus®) or peginterferon alfa-2b  (PegIntron®) and ribavirin (Rebetol®) in treatment-naïve genotype 1 hepatitis C-infected subjects.","No","No","2+","2+","Yes","Yes","No","No","Yes","Yes","Yes","Yes","No","No","Yes","Yes"
"No","2+","Yes","No","ok","Yes","2010-021174-11","No","Yes","Yes","BG","Yes","No","A Phase III randomized double-blind placebo-controlled study to investigate the efficacy safety and tolerability of TMC435 versus placebo as part of a treatment regimen including peginterferon α-2a (Pegasys®) and ribavirin (Copegus®) or peginterferon α-2b (PegIntron®) and ribavirin (Rebetol®) in treatment-naïve genotype 1 hepatitis C-infected subjects.","No","No","2+","2+","Yes","Yes","No","No","Yes","Yes","Yes","Yes","No","No","Yes","Yes"
"No","2+","Yes","No","ok","Yes","2010-021174-11","No","Yes","Yes","PL","Yes","No","Estudio en fase III aleatorizado doble ciego y controlado con placebo para investigar la eficacia la seguridad y la tolerabilidad de TMC435 frente a placebo como parte de un régimen de tratamiento que incluye peginterferón alfa-2a  (Pegasys®) y ribavirina (Copegus®) o peginterferón alfa-2b (PegIntron®) y ribavirina (Rebetol®) en sujetos infectados por el virus de la hepatitis C genotipo 1 no tratados previamente.A Phase III randomized double-blind placebo-controlled study to investigate the efficacy safety and tolerability of TMC435 versus placebo as part of a treatment regimen including peginterferon alfa-2a (Pegasys®) and ribavirin (Copegus®) or peginterferon alfa-2b  (PegIntron®) and ribavirin (Rebetol®) in treatment-naïve genotype 1 hepatitis C-infected subjects.","No","No","2+","2+","Yes","Yes","No","No","Yes","Yes","Yes","Yes","No","No","Yes","Yes"
