"arms","open","double_blind","single_blind","controlled","parallel_group","crossover","randomised","eudract_number","title","protocol_country_code"
"2+","Yes","No","No","Yes","Yes","No","Yes","2007-005376-13","Estudio clínico multicéntrico aleatorizado y abierto con cuatro ramas de tratamiento para investigar la dosis óptima de una pauta inmunosupresora basada en Prograf® / Advagraf® en pacientes trasplantados renales. Protocolo del estudio fase IIIb de Advagraf® (FK506E (MR4))","NL"
"2+","Yes","No","No","Yes","Yes","No","Yes","2007-005376-13","A MULTICENTER FOUR ARM RANDOMIZED OPEN LABELCLINICAL STUDY INVESTIGATING OPTIMIZED DOSING IN APROGRAF®-/ ADVAGRAF®-BASED IMMUNOSUPPRESSIVEREGIMEN IN KIDNEY TRANSPLANT SUBJECTS.Protocol for Phase IIIb Study of Advagraf® (FK506E (MR4))","CZ"
"2+","Yes","No","No","Yes","Yes","No","Yes","2007-005376-13","Estudio clínico multicéntrico aleatorizado y abierto con cuatro ramas de tratamiento para investigar la dosis óptima de una pauta inmunosupresora basada en Prograf® / Advagraf® en pacientes trasplantados renales. Protocolo del estudio fase IIIb de Advagraf® (FK506E (MR4))","GR"
"2+","Yes","No","No","Yes","Yes","No","Yes","2007-005376-13","A MULTICENTER FOUR ARM RANDOMIZED OPEN LABELCLINICAL STUDY INVESTIGATING OPTIMIZED DOSING IN APROGRAF®-/ ADVAGRAF®-BASED IMMUNOSUPPRESSIVEREGIMEN IN KIDNEY TRANSPLANT SUBJECTS.Protocol for Phase IIIb Study of Advagraf® (FK506E (MR4))","DE"
"2+","Yes","No","No","Yes","Yes","No","Yes","2007-005376-13","A MULTICENTER FOUR ARM RANDOMIZED OPEN LABELCLINICAL STUDY INVESTIGATING OPTIMIZED DOSING IN APROGRAF®-/ ADVAGRAF®-BASED IMMUNOSUPPRESSIVEREGIMEN IN KIDNEY TRANSPLANT SUBJECTS.Protocol for Phase IIIb Study of Advagraf® (FK506E (MR4))","FR"
"2+","Yes","No","No","Yes","Yes","No","Yes","2007-005376-13","Estudio clínico multicéntrico aleatorizado y abierto con cuatro ramas de tratamiento para investigar la dosis óptima de una pauta inmunosupresora basada en Prograf® / Advagraf® en pacientes trasplantados renales. Protocolo del estudio fase IIIb de Advagraf® (FK506E (MR4))","IE"
"2+","Yes","No","No","Yes","Yes","No","Yes","2007-005376-13","Estudio clínico multicéntrico aleatorizado y abierto con cuatro ramas de tratamiento para investigar la dosis óptima de una pauta inmunosupresora basada en Prograf® / Advagraf® en pacientes trasplantados renales. Protocolo del estudio fase IIIb de Advagraf® (FK506E (MR4))","GB"
"2+","Yes","No","No","Yes","Yes","No","Yes","2007-005376-13","A MULTICENTER FOUR ARM RANDOMIZED OPEN LABEL  CLINICAL STUDY INVESTIGATING OPTIMIZED DOSING IN A  PROGRAF-/ ADVAGRAF-BASED   IMMUNOSUPPRESSIVE  REGIMEN IN KIDNEY TRANSPLANT SUBJECTS.  Protocol for Phase IIIb Study of Advagraf (FK506E (MR4))","IT"
"2+","Yes","No","No","Yes","Yes","No","Yes","2007-005376-13","A MULTICENTER FOUR ARM RANDOMIZED OPEN LABELCLINICAL STUDY INVESTIGATING OPTIMIZED DOSING IN APROGRAF®-/ ADVAGRAF®-BASED IMMUNOSUPPRESSIVEREGIMEN IN KIDNEY TRANSPLANT SUBJECTS.Protocol for Phase IIIb Study of Advagraf® (FK506E (MR4))","AT"
"2+","Yes","No","No","Yes","Yes","No","Yes","2007-005376-13","A MULTICENTER FOUR ARM RANDOMIZED OPEN LABEL  CLINICAL STUDY INVESTIGATING OPTIMIZED DOSING IN A  PROGRAF-/ ADVAGRAF-BASED   IMMUNOSUPPRESSIVE  REGIMEN IN KIDNEY TRANSPLANT SUBJECTS.  Protocol for Phase IIIb Study of Advagraf (FK506E (MR4))","BE"
"2+","Yes","No","No","Yes","Yes","No","Yes","2007-005376-13","Estudio clínico multicéntrico aleatorizado y abierto con cuatro ramas de tratamiento para investigar la dosis óptima de una pauta inmunosupresora basada en Prograf® / Advagraf® en pacientes trasplantados renales. Protocolo del estudio fase IIIb de Advagraf® (FK506E (MR4))","HU"
"2+","Yes","No","No","Yes","Yes","No","Yes","2011-002329-23","A 2-Week Randomized Placebo-Controlled Fixed Dose Period Followed by a 6-Month Single-Arm Open-Label Dose Titration Period Study to Investigate the Efficacy and Safety of Sevelamer Carbonate in Hyperphosphatemic Pediatric Patients with Chronic Kidney Disease","PL"
"2+","Yes","No","No","Yes","Yes","No","Yes","2011-002329-23","A 2-Week Randomized Placebo-Controlled Fixed Dose Period Followed by a 6-Month Single-Arm Open-Label Dose Titration Period Study to Investigate the Efficacy and Safety of Sevelamer Carbonate in Hyperphosphatemic Pediatric Patients with Chronic Kidney Disease","LT"
"2+","No","Yes","No","Yes","Yes","No","Yes","2006-006852-37","A phase III randomized double-blind study of induction(daunorubicin/cytarabine)and consolidation (high dose cytarabine) chemotherapy + midostaurin (PKC412) or placebo in newly diagnosed patients < 60 years of age with FLT3 mutated acute myeloid leukemia (AML)","GB"
"2+","No","Yes","No","Yes","Yes","No","Yes","2006-006852-37","A phase III randomized double-blind study of induction (daunorubicin/cytarabine) and consolidation (high-dose cytarabine) chemotherapy + midostaurin (PKC 412) (IND # 101261) or placebo in newly diagnosed patients < 60 years of age with FLT3 mutated acute myeloid leukemia (AML)","HU"
"2+","No","Yes","No","Yes","Yes","No","Yes","2006-006852-37","A phase III randomized double-blind study of induction (daunorubicin/cytarabine) and consolidation (high dose cytarabine) chemotherapy + midostaurin (PKC412) or placebo in newly diagnosed patients < 60 years of age with FLT3 mutated acute myeloid leukemia (AML)Randomizované dvojito slepé klinické skúšanie fázy III indukčnej chemoterapie (daunorubicín/cytarabín) a konsolidačnej chemoterapie (vysoké dávky cytarabínu) kombinovanej s podávaním lieku midostaurín (PKC412) alebo placeba u novodiagnostikovaných pacientov s akútnou myeloidnou leukémiou (AML) s prítomnou mutáciou FLT3 ktorí majú menej ako 60 rokov","DE"
"2+","No","Yes","No","Yes","Yes","No","Yes","2006-006852-37","A phase III randomized double-blind study of induction (daunorubicin/cytarabine) and consolidation (high dose cytarabine) chemotherapy + midostaurin (PKC412) or placebo in newly diagnosed patients < 60 years of age with FLT3 mutated acute myeloid leukemia (AML)Randomizované dvojito slepé klinické skúšanie fázy III indukčnej chemoterapie (daunorubicín/cytarabín) a konsolidačnej chemoterapie (vysoké dávky cytarabínu) kombinovanej s podávaním lieku midostaurín (PKC412) alebo placeba u novodiagnostikovaných pacientov s akútnou myeloidnou leukémiou (AML) s prítomnou mutáciou FLT3 ktorí majú menej ako 60 rokov","AT"
"2+","No","Yes","No","Yes","Yes","No","Yes","2006-006852-37","A phase III randomized double-blind study of induction (daunorubicin/cytarabine) and consolidation (high-dose cytarabine) chemotherapy + midostaurin (PKC 412) (IND # 101261) or placebo in newly diagnosed patients < 60 years of age with FLT3 mutated acute myeloid leukemia (AML)","SK"
"2+","No","Yes","No","Yes","Yes","No","Yes","2006-006852-37","A phase III randomized double-blind study of induction(daunorubicin/cytarabine)and consolidation (high dose cytarabine) chemotherapy + midostaurin (PKC412) or placebo in newly diagnosed patients < 60 years of age with FLT3 mutated acute myeloid leukemia (AML)","CZ"
"2+","No","Yes","No","Yes","Yes","No","Yes","2006-006852-37","A phase III randomized double-blind study of induction (daunorubicin/cytarabine) and consolidation (high-dose cytarabine) chemotherapy + midostaurin (PKC 412) (IND # 101261) or placebo in newly diagnosed patients < 60 years of age with FLT3 mutated acute myeloid leukemia (AML)","BE"
"2+","No","Yes","No","Yes","Yes","No","Yes","2006-006852-37","Estudio de fase III aleatorizado y doble ciego de la quimioterapia de inducción (daunorubicina/citarabina) y consolidación (citarabina en dosis altas) + midostaurina (PKC412) (ind nº 101261) o placebo en pacientes menores de 60 años diagnosticados de novo de leucemia mieloide aguda (LMA) con mutación en FLT3","ES"
"2+","No","Yes","No","Yes","Yes","No","Yes","2006-006852-37","Estudio de fase III aleatorizado y doble ciego de la quimioterapia de inducción (daunorubicina/citarabina) y consolidación (citarabina en dosis altas) + midostaurina (PKC412) (ind nº 101261) o placebo en pacientes menores de 60 años diagnosticados de novo de leucemia mieloide aguda (LMA) con mutación en FLT3","FR"
"2+","No","Yes","No","Yes","Yes","No","Yes","2006-006852-37","Estudio de fase III aleatorizado y doble ciego de la quimioterapia de inducción (daunorubicina/citarabina) y consolidación (citarabina en dosis altas) + midostaurina (PKC412) (ind nº 101261) o placebo en pacientes menores de 60 años diagnosticados de novo de leucemia mieloide aguda (LMA) con mutación en FLT3","NL"
"2+","No","Yes","No","Yes","Yes","No","Yes","2006-006852-37","A phase III randomized double-blind study of induction (daunorubicin/cytarabine) and consolidation (high dose cytarabine) chemotherapy + midostaurin (PKC412) or placebo in newly diagnosed patients < 60 years of age with FLT3 mutated acute myeloid leukemia (AML)Randomizované dvojito slepé klinické skúšanie fázy III indukčnej chemoterapie (daunorubicín/cytarabín) a konsolidačnej chemoterapie (vysoké dávky cytarabínu) kombinovanej s podávaním lieku midostaurín (PKC412) alebo placeba u novodiagnostikovaných pacientov s akútnou myeloidnou leukémiou (AML) s prítomnou mutáciou FLT3 ktorí majú menej ako 60 rokov","IT"
"1","Yes","No","No","No","No","No","No","2015-001785-26","Prospective Open-label Study of Andexanet Alfa in Patients Receiving a Factor Xa Inhibitor who Have Acute Major Bleeding (ANNEXA-4).","FR"
"1","Yes","No","No","No","No","No","No","2015-001785-26","Prospective Open-label Study of Andexanet Alfa in Patients Receiving a Factor Xa Inhibitor who Have Acute Major Bleeding (ANNEXA-4).","DE"
"1","Yes","No","No","No","No","No","No","2015-001785-26","Prospective Open-label Study of Andexanet Alfa in Patients Receiving a Factor Xa Inhibitor who Have Acute Major Bleeding (ANNEXA-4).","BE"
"1","Yes","No","No","No","No","No","No","2015-001785-26","Prospective Open-label Study of Andexanet Alfa in Patients Receiving a Factor Xa Inhibitor who Have Acute Major Bleeding (ANNEXA-4).","GB"
"1","Yes","No","No","No","No","No","No","2015-001785-26","Prospective Open-label Study of Andexanet Alfa in Patients Receiving a Factor Xa Inhibitor who Have Acute Major Bleeding (ANNEXA-4).","NL"
"2+","Yes","No","No","No","Yes","No","No","2008-008198-73","An open label uncontrolled multicentre multinational study on the efficacy and safety of administration of donor lymphocytes depleted of alloreactive T-cells (ATIR) through the use of TH9402 and light treatment in an ex vivo process in atients receiving a CD34-selected peripheral blood stem cell graft from a related halpoidentical donor.","NL"
"2+","Yes","No","No","No","Yes","No","No","2008-008198-73","An open-label uncontrolled multicenter multinational study on the efficacy and safety of administration of donor lymphocytes depleted of alloreactive T-cells (ATIR) through the use of TH9402 and light treatment in an ex vivo process in patients receiving a CD34-selected peripheral blood stem cell graft from a related haploidentical donor.","GB"
"2+","Yes","No","No","No","Yes","No","No","2008-008198-73","An open-label uncontrolled multicenter multinational study on the efficacy and safety of administration of donor lymphocytes depleted of alloreactive T-cells (ATIR) through the use of TH9402 and light treatment in an ex vivo process in patients receiving a CD34-selected peripheral blood stem cell graft from a related haploidentical donor.","BE"
"2+","Yes","No","No","No","Yes","No","No","2008-008198-73","An open label uncontrolled multicentre multinational study on the efficacy and safety of administration of donor lymphocytes depleted of alloreactive T-cells (ATIR) through the use of TH9402 and light treatment in an ex vivo process in atients receiving a CD34-selected peripheral blood stem cell graft from a related halpoidentical donor.","DE"
"1","Yes","No","No","No","No","No","No","2013-000999-15","The ONE Study: A Unified Approach to Evaluating Cellular Immunotherapy in Solid Organ Transplantation - M reg Trial","DE"
"2+","No","Yes","No","Yes","Yes","No","Yes","2011-006041-14","A Multi-Dose Double-Blind Double-Dummy Active Control Randomized Clinical (Phase II) Study of Two Dosing Regimens of Finafloxacin for the Treatment of cUTI and/or Acute Pyelonephritis Requiring Hospitalisation","PL"
"2+","No","Yes","No","Yes","No","No","Yes","2011-003130-14","A placebo-controlled double-blind randomised study to assess the efficacy and safety of Kappaproct as an add-on to current practice in chronic active treatment refractory ulcerative colitis patients","DE"
"2+","No","Yes","No","Yes","No","No","Yes","2011-003130-14","A placebo-controlled double-blind randomised study to assess the efficacy and safety of Kappaproct as an add-on to current practice in chronic active treatment refractory ulcerative colitis patients","PL"
"2+","No","Yes","No","Yes","No","No","Yes","2011-003130-14","A placebo-controlled double-blind randomised study to assess the efficacy and safety of Kappaproct as an add-on to current practice in chronic active treatment refractory ulcerative colitis patients","IT"
"2+","No","Yes","No","Yes","No","No","Yes","2011-003130-14","A placebo-controlled double-blind randomised study to assess the efficacy and safety of Kappaproct as an add-on to current practice in chronic active treatment refractory ulcerative colitis patients","GB"
"2+","No","Yes","No","Yes","No","No","Yes","2011-003130-14","A placebo-controlled double-blind randomised study to assess the efficacy and safety of Kappaproct as an add-on to current practice in chronic active treatment refractory ulcerative colitis patients","HU"
"2+","No","Yes","No","Yes","No","No","Yes","2011-003130-14","A placebo-controlled double-blind randomised study to assess the efficacy and safety of Kappaproct as an add-on to current practice in chronic active treatment refractory ulcerative colitis patients","CZ"
"2+","No","Yes","No","Yes","No","No","Yes","2015-000735-32","A Phase 3 Randomized Placebo-controlled Double-blind Study of JNJ-56021927 Plus Androgen Deprivation Therapy (ADT) Versus ADT in Subjects with Low-volume Metastatic Hormone-sensitive Prostate Cancer (mHSPC)Estudio fase 3 aleatorizado doble-ciego y controlado con placebo de JNJ-56021927 más terapia de privación de andrógenos (TPA) frente a TPA en sujetos con cáncer de próstata metastásico hormonosensible (CPmHS) de bajacarga tumoral.","SE"
"2+","No","Yes","No","Yes","No","No","Yes","2015-000735-32","A Phase 3 Randomized Placebo-controlled Double-blind Study of JNJ-56021927 Plus Androgen Deprivation Therapy (ADT) Versus ADT in Subjects with Low-volume Metastatic Hormone-sensitive Prostate Cancer (mHSPC)Estudio fase 3 aleatorizado doble-ciego y controlado con placebo de JNJ-56021927 más terapia de privación de andrógenos (TPA) frente a TPA en sujetos con cáncer de próstata metastásico hormonosensible (CPmHS) de bajacarga tumoral.","ES"
"2+","No","Yes","No","Yes","No","No","Yes","2015-000735-32","A Phase 3 Randomized Placebo-controlled Double-blind Study of JNJ-56021927 Plus Androgen Deprivation Therapy (ADT) Versus ADT in Subjects with Low-volume Metastatic Hormone-sensitive Prostate Cancer (mHSPC)Estudio fase 3 aleatorizado doble-ciego y controlado con placebo de JNJ-56021927 más terapia de privación de andrógenos (TPA) frente a TPA en sujetos con cáncer de próstata metastásico hormonosensible (CPmHS) de bajacarga tumoral.","CZ"
"2+","No","Yes","No","Yes","No","No","Yes","2015-000735-32","A Phase 3 Randomized Placebo-controlled Double-blind Study of JNJ-56021927 Plus Androgen Deprivation Therapy (ADT) Versus ADT in Subjects with Low-volume Metastatic Hormone-sensitive Prostate Cancer (mHSPC)Estudio fase 3 aleatorizado doble-ciego y controlado con placebo de JNJ-56021927 más terapia de privación de andrógenos (TPA) frente a TPA en sujetos con cáncer de próstata metastásico hormonosensible (CPmHS) de bajacarga tumoral.","GB"
"2+","No","Yes","No","Yes","No","No","Yes","2015-000735-32","A Phase 3 Randomized Placebo-controlled Double-blind Study of JNJ-56021927 Plus Androgen Deprivation Therapy (ADT) Versus ADT in Subjects with Low-volume Metastatic Hormone-sensitive Prostate Cancer (mHSPC)Estudio fase 3 aleatorizado doble-ciego y controlado con placebo de JNJ-56021927 más terapia de privación de andrógenos (TPA) frente a TPA en sujetos con cáncer de próstata metastásico hormonosensible (CPmHS) de bajacarga tumoral.","RO"
"2+","No","Yes","No","Yes","No","No","Yes","2015-000735-32","A Phase 3 Randomized Placebo-controlled Double-blind Study of JNJ-56021927 Plus Androgen Deprivation Therapy (ADT) Versus ADT in Subjects with Low-volume Metastatic Hormone-sensitive Prostate Cancer (mHSPC)Estudio fase 3 aleatorizado doble-ciego y controlado con placebo de JNJ-56021927 más terapia de privación de andrógenos (TPA) frente a TPA en sujetos con cáncer de próstata metastásico hormonosensible (CPmHS) de bajacarga tumoral.","PL"
"2+","No","Yes","No","Yes","No","No","Yes","2015-000735-32","A Phase 3 Randomized Placebo-controlled Double-blind Study of JNJ-56021927 Plus Androgen Deprivation Therapy (ADT) Versus ADT in Subjects with Low-volume Metastatic Hormone-sensitive Prostate Cancer (mHSPC)Estudio fase 3 aleatorizado doble-ciego y controlado con placebo de JNJ-56021927 más terapia de privación de andrógenos (TPA) frente a TPA en sujetos con cáncer de próstata metastásico hormonosensible (CPmHS) de bajacarga tumoral.","HU"
"2+","No","Yes","No","Yes","Yes","No","Yes","2014-000222-38","PERMIXON® 160 mg hard capsule versus placebo in the treatment ofsymptomatic lower urinary tract symptoms due to benign prostatichyperplasia.Single-blind placebo run-in period then double-blind randomisedmultinational multicentric placebo-controlled in 3 parallel-group comparative treatment period.","IT"
"2+","No","Yes","No","Yes","Yes","No","Yes","2014-000222-38","PERMIXON® 160 mg hard capsule versus placebo in the treatment ofsymptomatic lower urinary tract symptoms due to benign prostatichyperplasia.Single-blind placebo run-in period then double-blind randomisedmultinational multicentric placebo-controlled in 3 parallel-group comparative treatment period.PERMIXON® 160 mg tvrdá tobolka ve srovnání s placebem v léčbě symptomatického syndromu dolních cest močových na podkladě benigní hyperplazie prostaty.Jednoduše zaslepené skríninkové období dále dvojitě zaslepené randomizované mezinárodní multicentrické placebem kontrolované do 3 paralelních skupin rozdělené srovnávací léčebné období.","FR"
"2+","No","Yes","No","Yes","Yes","No","Yes","2014-000222-38","PERMIXON® 160 mg hard capsule versus placebo in the treatment ofsymptomatic lower urinary tract symptoms due to benign prostatichyperplasia.Single-blind placebo run-in period then double-blind randomisedmultinational multicentric placebo-controlled in 3 parallel-group comparative treatment period.","ES"
"2+","No","Yes","No","Yes","Yes","No","Yes","2014-000222-38","PERMIXON® 160 mg hard capsule versus placebo in the treatment ofsymptomatic lower urinary tract symptoms due to benign prostatichyperplasia.Single-blind placebo run-in period then double-blind randomisedmultinational multicentric placebo-controlled in 3 parallel-group comparative treatment period.","DE"
"2+","No","Yes","No","Yes","Yes","No","Yes","2014-000222-38","PERMIXON® 160 mg hard capsule versus placebo in the treatment ofsymptomatic lower urinary tract symptoms due to benign prostatichyperplasia.Single-blind placebo run-in period then double-blind randomisedmultinational multicentric placebo-controlled in 3 parallel-group comparative treatment period.","CZ"
"2+","Yes","No","No","Yes","Yes","No","Yes","2005-004094-25","A phase IIIb randomized study of intermittent versus continuous androgen deprivation therapy using ELIGARD 22.5 mg 3-month depot in subjects with relapsing or locally advanced prostate cancer who are responsive to such therapy","DK"
"2+","Yes","No","No","Yes","Yes","No","Yes","2005-004094-25","A phase IIIb randomized study of intermittent versus continuous androgen deprivation therapy using ELIGARD 22.5 mg 3-month depot in subjects with relapsing and locally advanced prostate cancer who are responsive to such therapy","AT"
"2+","Yes","No","No","Yes","Yes","No","Yes","2005-004094-25","A phase IIIb randomized study of intermittent versus continuous androgen deprivation therapy using ELIGARD 22.5 mg 3-month depot in subjects with relapsing or locally advanced prostate cancer who are responsive to such therapy","ES"
"2+","Yes","No","No","Yes","Yes","No","Yes","2005-004094-25","A phase IIIb randomized study of intermittent versus continuous androgen deprivation therapy using ELIGARD 22.5 mg 3-month depot in subjects with relapsing and locally advanced prostate cancer who are responsive to such therapy","FI"
"2+","Yes","No","No","Yes","Yes","No","Yes","2005-004094-25","A phase IIIb randomized study of intermittent versus continuous androgen deprivation therapy using ELIGARD 22.5 mg 3-month depot in subjects with relapsing or locally advanced prostate cancer who are responsive to such therapy","GR"
"2+","Yes","No","No","Yes","Yes","No","Yes","2005-004094-25","A phase IIIb randomized study of intermittent versus continuous androgen deprivation therapy using ELIGARD 22.5 mg 3-month depot in subjects with relapsing or locally advanced prostate cancer who are responsive to such therapy","SK"
"2+","Yes","No","No","Yes","Yes","No","Yes","2005-004094-25","A phase IIIb randomized study of intermittent versus continuous androgen deprivation therapy using ELIGARD 22.5 mg 3-month depot in subjects with relapsing and locally advanced prostate cancer who are responsive to such therapy","GB"
"2+","Yes","No","No","Yes","Yes","No","Yes","2005-004094-25","A phase IIIb randomized study of intermittent versus continuous androgen deprivation therapy using ELIGARD 22.5 mg 3-month depot in subjects with relapsing and locally advanced prostate cancer who are responsive to such therapy","IT"
"2+","Yes","No","No","Yes","Yes","No","Yes","2005-004094-25","A phase IIIb randomized study of intermittent versus continuous androgen deprivation therapy using ELIGARD 22.5 mg 3-month depot in subjects with relapsing and locally advanced prostate cancer who are responsive to such therapy","BE"
"2+","Yes","No","No","Yes","Yes","No","Yes","2005-004094-25","A phase IIIb randomized study of intermittent versus continuous androgen deprivation therapy using ELIGARD 22.5 mg 3-month depot in subjects with relapsing and locally advanced prostate cancer who are responsive to such therapy","IE"
"2+","Yes","No","No","Yes","Yes","No","Yes","2005-004094-25","A phase IIIb randomized study of intermittent versus continuous androgen deprivation therapy using ELIGARD 22.5 mg 3-month depot in subjects with relapsing and locally advanced prostate cancer who are responsive to such therapy","SE"
"2+","Yes","No","No","Yes","Yes","No","Yes","2005-004094-25","A phase IIIb randomized study of intermittent versus continuous androgen deprivation therapy using ELIGARD 22.5 mg 3-month depot in subjects with relapsing and locally advanced prostate cancer who are responsive to such therapy","CZ"
"2+","Yes","No","No","Yes","Yes","No","Yes","2005-004094-25","A phase IIIb randomized study of intermittent versus continuous androgen deprivation therapy using ELIGARD 22.5 mg 3-month depot in subjects with relapsing or locally advanced prostate cancer who are responsive to such therapy","HU"
"2+","Yes","No","No","Yes","Yes","No","Yes","2005-004094-25","A phase IIIb randomized study of intermittent versus continuous androgen deprivation therapy using ELIGARD 22.5 mg 3-month depot in subjects with relapsing or locally advanced prostate cancer who are responsive to such therapy","PT"
"2+","Yes","No","No","Yes","Yes","No","Yes","2005-004094-25","A phase IIIb randomized study of intermittent versus continuous androgen deprivation therapy using ELIGARD 22.5 mg 3-month depot in subjects with relapsing and locally advanced prostate cancer who are responsive to such therapy","DE"
"2+","Yes","No","No","Yes","No","No","Yes","2013-002110-12","A MULTICENTER PHASE III OPEN-LABEL RANDOMIZED STUDY INRELAPSED/REFRACTORY PATIENTS WITH CHRONIC LYMPHOCYTIC LEUKEMIA TO EVALUATE THE BENEFIT OF GDC-0199 (ABT-199)PLUS RITUXIMAB COMPARED WITH BENDAMUSTINE PLUS RITUXIMABMulticentrické otevřené randomizované klinické hodnocení fáze III pro pacienty s recidivující/rezistentní chronickou lymfocytární leukémií k vyhodnocení přínosu přípravku GDC-0199 (ABT-199) v kombinaci s rituximabem v porovnání s bendamustinem a rituximabem","PL"
"2+","Yes","No","No","Yes","No","No","Yes","2013-002110-12","A MULTICENTER PHASE III OPEN-LABEL RANDOMIZED STUDY INRELAPSED/REFRACTORY PATIENTS WITH CHRONIC LYMPHOCYTIC LEUKEMIA TO EVALUATE THE BENEFIT OF GDC-0199 (ABT-199)PLUS RITUXIMAB COMPARED WITH BENDAMUSTINE PLUS RITUXIMAB","ES"
"2+","Yes","No","No","Yes","No","No","Yes","2013-002110-12","A MULTICENTER PHASE III OPEN-LABEL RANDOMIZED STUDY INRELAPSED/REFRACTORY PATIENTS WITH CHRONIC LYMPHOCYTIC LEUKEMIA TO EVALUATE THE BENEFIT OF GDC-0199 (ABT-199)PLUS RITUXIMAB COMPARED WITH BENDAMUSTINE PLUS RITUXIMABMulticentrické otevřené randomizované klinické hodnocení fáze III pro pacienty s recidivující/rezistentní chronickou lymfocytární leukémií k vyhodnocení přínosu přípravku GDC-0199 (ABT-199) v kombinaci s rituximabem v porovnání s bendamustinem a rituximabem","FR"
"2+","Yes","No","No","Yes","No","No","Yes","2013-002110-12","A MULTICENTER PHASE III OPEN-LABEL RANDOMIZED STUDY INRELAPSED/REFRACTORY PATIENTS WITH CHRONIC LYMPHOCYTIC LEUKEMIA TO EVALUATE THE BENEFIT OF GDC-0199 (ABT-199)PLUS RITUXIMAB COMPARED WITH BENDAMUSTINE PLUS RITUXIMABMulticentrické otevřené randomizované klinické hodnocení fáze III pro pacienty s recidivující/rezistentní chronickou lymfocytární leukémií k vyhodnocení přínosu přípravku GDC-0199 (ABT-199) v kombinaci s rituximabem v porovnání s bendamustinem a rituximabem","DK"
"2+","Yes","No","No","Yes","No","No","Yes","2013-002110-12","A MULTICENTER PHASE III OPEN-LABEL RANDOMIZED STUDY INRELAPSED/REFRACTORY PATIENTS WITH CHRONIC LYMPHOCYTIC LEUKEMIA TO EVALUATE THE BENEFIT OF GDC-0199 (ABT-199)PLUS RITUXIMAB COMPARED WITH BENDAMUSTINE PLUS RITUXIMABMulticentrické otevřené randomizované klinické hodnocení fáze III pro pacienty s recidivující/rezistentní chronickou lymfocytární leukémií k vyhodnocení přínosu přípravku GDC-0199 (ABT-199) v kombinaci s rituximabem v porovnání s bendamustinem a rituximabem","BE"
"2+","Yes","No","No","Yes","No","No","Yes","2013-002110-12","A MULTICENTER PHASE III OPEN-LABEL RANDOMIZED STUDY INRELAPSED/REFRACTORY PATIENTS WITH CHRONIC LYMPHOCYTIC LEUKEMIA TO EVALUATE THE BENEFIT OF GDC-0199 (ABT-199)PLUS RITUXIMAB COMPARED WITH BENDAMUSTINE PLUS RITUXIMABMulticentrické otevřené randomizované klinické hodnocení fáze III pro pacienty s recidivující/rezistentní chronickou lymfocytární leukémií k vyhodnocení přínosu přípravku GDC-0199 (ABT-199) v kombinaci s rituximabem v porovnání s bendamustinem a rituximabem","GB"
"2+","Yes","No","No","Yes","No","No","Yes","2013-002110-12","A MULTICENTER PHASE III OPEN-LABEL RANDOMIZED STUDY INRELAPSED/REFRACTORY PATIENTS WITH CHRONIC LYMPHOCYTIC LEUKEMIA TO EVALUATE THE BENEFIT OF GDC-0199 (ABT-199)PLUS RITUXIMAB COMPARED WITH BENDAMUSTINE PLUS RITUXIMABMulticentrické otevřené randomizované klinické hodnocení fáze III pro pacienty s recidivující/rezistentní chronickou lymfocytární leukémií k vyhodnocení přínosu přípravku GDC-0199 (ABT-199) v kombinaci s rituximabem v porovnání s bendamustinem a rituximabem","SE"
"2+","Yes","No","No","Yes","No","No","Yes","2013-002110-12","A MULTICENTER PHASE III OPEN-LABEL RANDOMIZED STUDY INRELAPSED/REFRACTORY PATIENTS WITH CHRONIC LYMPHOCYTIC LEUKEMIA TO EVALUATE THE BENEFIT OF GDC-0199 (ABT-199)PLUS RITUXIMAB COMPARED WITH BENDAMUSTINE PLUS RITUXIMABMulticentrické otevřené randomizované klinické hodnocení fáze III pro pacienty s recidivující/rezistentní chronickou lymfocytární leukémií k vyhodnocení přínosu přípravku GDC-0199 (ABT-199) v kombinaci s rituximabem v porovnání s bendamustinem a rituximabem","IT"
"2+","Yes","No","No","Yes","No","No","Yes","2013-002110-12","A MULTICENTER PHASE III OPEN-LABEL RANDOMIZED STUDY INRELAPSED/REFRACTORY PATIENTS WITH CHRONIC LYMPHOCYTIC LEUKEMIA TO EVALUATE THE BENEFIT OF GDC-0199 (ABT-199)PLUS RITUXIMAB COMPARED WITH BENDAMUSTINE PLUS RITUXIMAB","CZ"
"2+","Yes","No","No","Yes","No","No","Yes","2013-002110-12","A MULTICENTER PHASE III OPEN-LABEL RANDOMIZED STUDY INRELAPSED/REFRACTORY PATIENTS WITH CHRONIC LYMPHOCYTIC LEUKEMIA TO EVALUATE THE BENEFIT OF GDC-0199 (ABT-199)PLUS RITUXIMAB COMPARED WITH BENDAMUSTINE PLUS RITUXIMAB","NL"
