"date_collected","flight_number","departure_gate","arrival_gate","scheduled_departure_t","actual_departure_t","scheduled_arrival_t","actual_arrival_t","scheduled_departure","actual_departure","scheduled_arrival","actual_arrival"
"2011-12-19","AA-404-MIA-MCO"," E5"," 14    ","December 19, 2011               06:45 AM    ","December 19, 2011               06:54 AM    ","December 19, 2011               07:45 AM    ","December 19, 2011               07:57 AM    ","2011-12-19 11:45:00+00","2011-12-19 11:54:00+00","2011-12-19 12:45:00+00","2011-12-19 12:57:00+00"
"2011-12-19","AA-446-DFW-PHL"," D40"," A9    ","December 19, 2011               11:50 AM    ","December 19, 2011               11:49 AM    ","December 19, 2011               03:50 PM    ","December 19, 2011               03:50 PM    ","2011-12-19 17:50:00+00","2011-12-19 17:49:00+00","2011-12-19 20:50:00+00","2011-12-19 20:50:00+00"
"2011-12-19","AA-4344-ORD-DTW"," G1B"," D28    ","December 19, 2011               11:45 AM    ","December 19, 2011               11:42 AM    ","December 19, 2011               02:00 PM    ","December 19, 2011               01:53 PM    ","2011-12-19 17:45:00+00","2011-12-19 17:42:00+00","2011-12-19 19:00:00+00","2011-12-19 18:53:00+00"
"2011-12-19","AA-3979-CVG-ORD"," 5"," G10    ","December 19, 2011               07:30 AM    ","December 19, 2011               07:24 AM    ","December 19, 2011               08:00 AM    ","December 19, 2011               07:30 AM    ","2011-12-19 12:30:00+00","2011-12-19 12:24:00+00","2011-12-19 14:00:00+00","2011-12-19 13:30:00+00"
"2011-12-28","AA-204-LAX-MCO"," 40"," TBA    ","December 28, 2011               11:25 PM    ","December 28, 2011     ","December 29, 2011               06:55 AM    ","December 29, 2011     ","2011-12-29 07:25:00+00","","2011-12-29 11:55:00+00",""
"2011-12-29","AA-2312-DFW-DTW"," C17"," D32    ","December 29, 2011               08:25 PM    ","December 29, 2011     ","December 29, 2011               11:50 PM    ","December 29, 2011     ","2011-12-30 02:25:00+00","","2011-12-30 04:50:00+00",""
"2011-12-19","AA-3859-IAH-ORD"," A29"," G8    ","December 19, 2011               07:10 AM    ","December 19, 2011               07:05 AM    ","December 19, 2011               09:40 AM    ","December 19, 2011               09:16 AM    ","2011-12-19 13:10:00+00","2011-12-19 13:05:00+00","2011-12-19 15:40:00+00","2011-12-19 15:16:00+00"
"2011-12-19","AA-3842-MSP-ORD"," E14"," G18    ","December 19, 2011               06:00 AM    ","December 19, 2011               06:02 AM    ","December 19, 2011               07:30 AM    ","December 19, 2011               07:32 AM    ","2011-12-19 12:00:00+00","2011-12-19 12:02:00+00","2011-12-19 13:30:00+00","2011-12-19 13:32:00+00"
"2011-12-19","AA-1544-SAN-ORD"," 27"," H6    ","December 19, 2011               11:25 AM    ","December 19, 2011               11:50 AM    ","December 19, 2011               05:25 PM    ","December 19, 2011               05:36 PM    ","2011-12-19 19:25:00+00","2011-12-19 19:50:00+00","2011-12-19 23:25:00+00","2011-12-19 23:36:00+00"
"2011-12-19","AA-518-MIA-JFK"," D11"," 12    ","December 19, 2011               06:30 AM    ","December 19, 2011               06:24 AM    ","December 19, 2011               09:15 AM    ","December 19, 2011               09:13 AM    ","2011-12-19 11:30:00+00","2011-12-19 11:24:00+00","2011-12-19 14:15:00+00","2011-12-19 14:13:00+00"
"2011-12-19","AA-2525-DFW-MIA"," D30"," D2    ","December 19, 2011               07:25 AM    ","December 19, 2011               09:01 AM    ","December 19, 2011               11:10 AM    ","December 19, 2011               12:41 PM    ","2011-12-19 13:25:00+00","2011-12-19 15:01:00+00","2011-12-19 16:10:00+00","2011-12-19 17:41:00+00"
"2011-12-19","AA-1279-DFW-PHX"," C29"," 4    ","December 19, 2011               01:00 PM    ","December 19, 2011               01:09 PM    ","December 19, 2011               02:35 PM    ","December 19, 2011               02:48 PM    ","2011-12-19 19:00:00+00","2011-12-19 19:09:00+00","2011-12-19 21:35:00+00","2011-12-19 21:48:00+00"
"2011-12-19","AA-1434-DFW-MCO"," C7"," 15    ","December 19, 2011               07:15 AM    ","December 19, 2011               07:08 AM    ","December 19, 2011               10:35 AM    ","December 19, 2011               10:33 AM    ","2011-12-19 13:15:00+00","2011-12-19 13:08:00+00","2011-12-19 15:35:00+00","2011-12-19 15:33:00+00"
"2011-12-19","AA-59-JFK-SFO"," 5"," 58B    ","December 19, 2011               07:10 AM    ","December 19, 2011               07:07 AM    ","December 19, 2011               10:45 AM    ","December 19, 2011               10:33 AM    ","2011-12-19 12:10:00+00","2011-12-19 12:07:00+00","2011-12-19 18:45:00+00","2011-12-19 18:33:00+00"
"2011-12-19","AA-415-BOS-ORD"," B32"," K8    ","December 19, 2011               08:35 AM    ","December 19, 2011               08:28 AM    ","December 19, 2011               10:40 AM    ","December 19, 2011               10:33 AM    ","2011-12-19 13:35:00+00","2011-12-19 13:28:00+00","2011-12-19 16:40:00+00","2011-12-19 16:33:00+00"
"2011-12-19","AA-222-LAX-BOS"," 48A"," B32    ","December 19, 2011               07:10 AM    ","December 19, 2011               07:09 AM    ","December 19, 2011               03:30 PM    ","December 19, 2011               03:18 PM    ","2011-12-19 15:10:00+00","2011-12-19 15:09:00+00","2011-12-19 20:30:00+00","2011-12-19 20:18:00+00"
"2011-12-19","AA-1165-JFK-MIA"," 44"," D3    ","December 19, 2011               06:59 AM    ","December 19, 2011               06:58 AM    ","December 19, 2011               10:34 AM    ","December 19, 2011               10:14 AM    ","2011-12-19 11:59:00+00","2011-12-19 11:58:00+00","2011-12-19 15:34:00+00","2011-12-19 15:14:00+00"
"2011-12-19","AA-3786-IAH-ORD"," A29"," G7    ","December 19, 2011               04:00 PM    ","December 19, 2011               04:40 PM    ","December 19, 2011               06:40 PM    ","December 19, 2011               06:49 PM    ","2011-12-19 22:00:00+00","2011-12-19 22:40:00+00","2011-12-20 00:40:00+00","2011-12-20 00:49:00+00"
"2011-12-19","AA-4330-CVG-ORD"," 5"," G1A    ","December 19, 2011               03:35 PM    ","December 19, 2011               03:37 PM    ","December 19, 2011               04:00 PM    ","December 19, 2011               03:45 PM    ","2011-12-19 20:35:00+00","2011-12-19 20:37:00+00","2011-12-19 22:00:00+00","2011-12-19 21:45:00+00"
"2011-12-19","AA-3468-CVG-MIA"," 1"," D60D    ","December 19, 2011               07:00 AM    ","December 19, 2011               06:54 AM    ","December 19, 2011               09:55 AM    ","December 19, 2011               09:29 AM    ","2011-12-19 12:00:00+00","2011-12-19 11:54:00+00","2011-12-19 14:55:00+00","2011-12-19 14:29:00+00"
"2011-12-19","AA-466-IAH-MIA"," A27"," D51    ","December 19, 2011               06:00 AM    ","December 19, 2011               06:03 AM    ","December 19, 2011               09:20 AM    ","December 19, 2011               09:13 AM    ","2011-12-19 12:00:00+00","2011-12-19 12:03:00+00","2011-12-19 14:20:00+00","2011-12-19 14:13:00+00"
"2011-12-19","AA-3-JFK-LAX"," 43"," 47B    ","December 19, 2011               12:00 PM    ","December 19, 2011               11:56 AM    ","December 19, 2011               03:15 PM    ","December 19, 2011               03:16 PM    ","2011-12-19 17:00:00+00","2011-12-19 16:56:00+00","2011-12-19 23:15:00+00","2011-12-19 23:16:00+00"
"2011-12-19","AA-1007-MIA-PHX"," D30"," 6    ","December 19, 2011               04:55 PM    ","December 19, 2011               04:44 PM    ","December 19, 2011               08:05 PM    ","December 19, 2011               07:21 PM    ","2011-12-19 21:55:00+00","2011-12-19 21:44:00+00","2011-12-20 03:05:00+00","2011-12-20 02:21:00+00"
"2011-12-19","AA-271-MIA-LAX"," D6"," 46B    ","December 19, 2011               11:35 AM    ","December 19, 2011               11:34 AM    ","December 19, 2011               02:25 PM    ","December 19, 2011               02:12 PM    ","2011-12-19 16:35:00+00","2011-12-19 16:34:00+00","2011-12-19 22:25:00+00","2011-12-19 22:12:00+00"
"2011-12-19","AA-643-MIA-ORD"," D40"," K15    ","December 19, 2011               07:10 AM    ","December 19, 2011               07:56 AM    ","December 19, 2011               09:35 AM    ","December 19, 2011               09:58 AM    ","2011-12-19 12:10:00+00","2011-12-19 12:56:00+00","2011-12-19 15:35:00+00","2011-12-19 15:58:00+00"
"2011-12-19","AA-4198-ORD-CLE"," G5"," A1    ","December 19, 2011               10:40 AM    ","December 19, 2011               10:36 AM    ","December 19, 2011               12:55 PM    ","December 19, 2011               12:45 PM    ","2011-12-19 16:40:00+00","2011-12-19 16:36:00+00","2011-12-19 17:55:00+00","2011-12-19 17:45:00+00"
"2011-12-19","AA-400-DFW-JFK"," D18"," 43    ","December 19, 2011               10:40 AM    ","December 19, 2011               10:39 AM    ","December 19, 2011               02:59 PM    ","December 19, 2011               02:53 PM    ","2011-12-19 16:40:00+00","2011-12-19 16:39:00+00","2011-12-19 19:59:00+00","2011-12-19 19:53:00+00"
"2011-12-01","UA-1500-IAH-GUA","E16","--","Thu, Dec 1 8:55 AM","Thu, Dec 1 9:16 AM            Delayed","Thu, Dec 1 11:45 AM","Thu, Dec 1 11:56 AM","2011-12-01 14:55:00+00","2011-12-01 15:16:00+00","2011-12-01 17:45:00+00","2011-12-01 17:56:00+00"
"2011-12-01","UA-3515-IAD-MSP","D20","E10","Thu, Dec 1 8:15 AM","Thu, Dec 1 8:12 AM","Thu, Dec 1 10:06 AM","Thu, Dec 1 9:56 AM","2011-12-01 13:15:00+00","2011-12-01 13:12:00+00","2011-12-01 16:06:00+00","2011-12-01 15:56:00+00"
"2011-12-19","AA-1886-BOS-MIA"," B33"," D25    ","December 19, 2011               10:45 AM    ","December 19, 2011               10:46 AM    ","December 19, 2011               02:20 PM    ","December 19, 2011               01:57 PM    ","2011-12-19 15:45:00+00","2011-12-19 15:46:00+00","2011-12-19 19:20:00+00","2011-12-19 18:57:00+00"
"2011-12-01","UA-664-ORD-PHL","C30","D9","Thu, Dec 1 1:33 PM","Thu, Dec 1 1:31 PM","Thu, Dec 1 4:31 PM","Thu, Dec 1 4:23 PM","2011-12-01 19:33:00+00","2011-12-01 19:31:00+00","2011-12-01 21:31:00+00","2011-12-01 21:23:00+00"
"2011-12-01","UA-414-LAX-SFO","73","85","Thu, Dec 1 6:00 AM","Thu, Dec 1 5:56 AM","Thu, Dec 1 7:23 AM","Thu, Dec 1 7:17 AM","2011-12-01 14:00:00+00","2011-12-01 13:56:00+00","2011-12-01 15:23:00+00","2011-12-01 15:17:00+00"
"2011-12-19","AA-1917-JFK-MCO"," 46"," 16    ","December 19, 2011               02:55 PM    ","December 19, 2011               02:54 PM    ","December 19, 2011               05:55 PM    ","December 19, 2011               05:40 PM    ","2011-12-19 19:55:00+00","2011-12-19 19:54:00+00","2011-12-19 22:55:00+00","2011-12-19 22:40:00+00"
"2011-12-19","AA-3809-PHX-LAX"," 2"," 44I    ","December 19, 2011               06:00 AM    ","December 19, 2011               05:52 AM    ","December 19, 2011               06:40 AM    ","December 19, 2011               06:12 AM    ","2011-12-19 13:00:00+00","2011-12-19 12:52:00+00","2011-12-19 14:40:00+00","2011-12-19 14:12:00+00"
"2011-12-19","AA-2957-DFW-CVG"," B13"," 3    ","December 19, 2011               07:55 AM    ","December 19, 2011               07:53 AM    ","December 19, 2011               11:05 AM    ","December 19, 2011               10:53 AM    ","2011-12-19 13:55:00+00","2011-12-19 13:53:00+00","2011-12-19 16:05:00+00","2011-12-19 15:53:00+00"
"2011-12-29","AA-1640-MIA-MCO"," D42"," 14    ","December 29, 2011               06:30 PM    ","December 29, 2011     ","December 29, 2011               07:25 PM    ","December 29, 2011     ","2011-12-29 23:30:00+00","","2011-12-30 00:25:00+00",""
"2011-12-01","AA-1733-ORD-PHX","K5","6","12/01/2011 07:45 PM","12/01/2011 07:58 PM","12/01/2011 10:30 PM","","2011-12-02 01:45:00+00","2011-12-02 01:58:00+00","2011-12-02 05:30:00+00",""
"2011-12-01","AA-1733-ORD-PHX","K5","6","12/01/2011 07:45 PM","12/01/2011 07:58 PM","12/01/2011 10:30 PM","","2011-12-02 01:45:00+00","2011-12-02 01:58:00+00","2011-12-02 05:30:00+00",""
"2011-12-29","AA-1522-SFO-ORD"," 57"," H10    ","December 29, 2011               11:55 PM    ","December 29, 2011     ","December 30, 2011               05:50 AM    ","December 30, 2011     ","2011-12-30 07:55:00+00","","2011-12-30 11:50:00+00",""
"2011-12-01","AA-3063-SLC-LAX","A3","44I","12/01/2011 08:20 PM","12/01/2011 08:39 PM","12/01/2011 09:20 PM","","2011-12-02 03:20:00+00","2011-12-02 03:39:00+00","2011-12-02 05:20:00+00",""
"2011-12-01","AA-1221-MCO-ORD","17","K7","12/01/2011 08:00 PM","12/01/2011 08:23 PM","12/01/2011 09:45 PM","12/01/2011 09:53 PM","2011-12-02 01:00:00+00","2011-12-02 01:23:00+00","2011-12-02 03:45:00+00","2011-12-02 03:53:00+00"
"2011-12-01","AA-4307-ORD-DTW","G19A","D28","12/01/2011 06:45 PM","12/01/2011 06:55 PM","12/01/2011 09:10 PM","12/01/2011 08:53 PM","2011-12-02 00:45:00+00","2011-12-02 00:55:00+00","2011-12-02 02:10:00+00","2011-12-02 01:53:00+00"
"2011-12-01","AA-616-DFW-DTW","D37","D32","12/01/2011 09:05 AM","12/01/2011 10:10 AM","12/01/2011 12:35 PM","12/01/2011 01:27 PM","2011-12-01 15:05:00+00","2011-12-01 16:10:00+00","2011-12-01 17:35:00+00","2011-12-01 18:27:00+00"
"2011-12-01","AA-431-MIA-SFO","E9","57","12/01/2011 08:35 AM","12/01/2011 08:51 AM","12/01/2011 11:50 AM","12/01/2011 11:44 AM","2011-12-01 13:35:00+00","2011-12-01 13:51:00+00","2011-12-01 19:50:00+00","2011-12-01 19:44:00+00"
"2011-12-01","AA-3756-ORD-SLC","G19","A3","12/01/2011 12:15 PM","12/01/2011 12:41 PM","12/01/2011 02:45 PM","12/01/2011 02:50 PM","2011-12-01 18:15:00+00","2011-12-01 18:41:00+00","2011-12-01 21:45:00+00","2011-12-01 21:50:00+00"
"2011-12-01","AA-2050-ORD-MIA","H15","D1","12/01/2011 10:40 AM","12/01/2011 11:05 AM","12/01/2011 02:45 PM","12/01/2011 02:46 PM","2011-12-01 16:40:00+00","2011-12-01 17:05:00+00","2011-12-01 19:45:00+00","2011-12-01 19:46:00+00"
"2011-12-01","AA-3804-PHL-ORD","A7","H3A","12/01/2011 02:35 PM","12/01/2011 02:44 PM","12/01/2011 04:05 PM","12/01/2011 03:43 PM","2011-12-01 19:35:00+00","2011-12-01 19:44:00+00","2011-12-01 22:05:00+00","2011-12-01 21:43:00+00"
"2011-12-01","AA-1664-MIA-ATL","D1","T11","12/01/2011 10:15 AM","12/01/2011 10:18 AM","12/01/2011 12:10 PM","12/01/2011 11:56 AM","2011-12-01 15:15:00+00","2011-12-01 15:18:00+00","2011-12-01 17:10:00+00","2011-12-01 16:56:00+00"
"2011-12-01","AA-789-ORD-DEN","H11A","A49","12/01/2011 01:05 PM","12/01/2011 01:19 PM","12/01/2011 02:35 PM","12/01/2011 03:13 PM","2011-12-01 19:05:00+00","2011-12-01 19:19:00+00","2011-12-01 21:35:00+00","2011-12-01 22:13:00+00"
"2011-12-01","AA-4277-CVG-JFK","1","32G","12/01/2011 12:10 PM","12/01/2011 12:10 PM","12/01/2011 02:15 PM","12/01/2011 01:43 PM","2011-12-01 17:10:00+00","2011-12-01 17:10:00+00","2011-12-01 19:15:00+00","2011-12-01 18:43:00+00"
"2011-12-01","AA-85-JFK-SFO","39","56A","12/01/2011 03:05 PM","12/01/2011 03:36 PM","12/01/2011 06:30 PM","12/01/2011 06:43 PM","2011-12-01 20:05:00+00","2011-12-01 20:36:00+00","2011-12-02 02:30:00+00","2011-12-02 02:43:00+00"
"2011-12-01","AA-404-MIA-MCO","E5","15","12/01/2011 06:45 AM","12/01/2011 06:57 AM","12/01/2011 07:45 AM","12/01/2011 07:40 AM","2011-12-01 11:45:00+00","2011-12-01 11:57:00+00","2011-12-01 12:45:00+00","2011-12-01 12:40:00+00"
"2011-12-01","UA-257-JFK-SFO","9","80","Thu, Dec 1 2:30 PM","Thu, Dec 1 2:26 PM","Thu, Dec 1 6:15 PM","Thu, Dec 1 5:42 PM","2011-12-01 19:30:00+00","2011-12-01 19:26:00+00","2011-12-02 02:15:00+00","2011-12-02 01:42:00+00"
"2011-12-01","CO-1614-LAX-IAH","","","Thu., Dec.01, 2011 12:30 a.m.","Thu., Dec.01, 2011 12:41 a.m.","Thu., Dec.01, 2011 5:35 a.m.","Thu., Dec.01, 2011 5:26 a.m.","2011-12-01 08:30:00+00","2011-12-01 08:41:00+00","2011-12-01 11:35:00+00","2011-12-01 11:26:00+00"
"2011-12-01","CO-1694-LAX-IAH","","","Thu., Dec.01, 2011 7:15 p.m.","Thu., Dec.01, 2011 7:15 p.m.","Thu., Dec.01, 2011 12:21 a.m.","Thu., Dec.01, 2011 12:21 a.m.","2011-12-02 03:15:00+00","2011-12-02 03:15:00+00","2011-12-01 06:21:00+00","2011-12-01 06:21:00+00"
"2011-12-01","CO-16-LAX-EWR","","","Thu., Dec.01, 2011 10:25 a.m.","Thu., Dec.01, 2011 10:20 a.m.","Thu., Dec.01, 2011 6:44 p.m.","Thu., Dec.01, 2011 6:34 p.m.","2011-12-01 18:25:00+00","2011-12-01 18:20:00+00","2011-12-01 23:44:00+00","2011-12-01 23:34:00+00"
"2011-12-01","CO-1193-EWR-MCO","","","Thu., Dec.01, 2011 9:15 a.m.","Thu., Dec.01, 2011 9:14 a.m.","Thu., Dec.01, 2011 12:18 p.m.","Thu., Dec.01, 2011 12:09 p.m.","2011-12-01 14:15:00+00","2011-12-01 14:14:00+00","2011-12-01 17:18:00+00","2011-12-01 17:09:00+00"
"2011-12-01","CO-45-EWR-MIA","","","Thu., Dec.01, 2011 4:00 p.m.","Thu., Dec.01, 2011 3:58 p.m.","Thu., Dec.01, 2011 7:05 p.m.","Thu., Dec.01, 2011 6:36 p.m.","2011-12-01 21:00:00+00","2011-12-01 20:58:00+00","2011-12-02 00:05:00+00","2011-12-01 23:36:00+00"
"2011-12-01","CO-63-EWR-IAH","","","Thu., Dec.01, 2011 5:25 p.m.","Thu., Dec.01, 2011 5:22 p.m.","Thu., Dec.01, 2011 8:22 p.m.","Thu., Dec.01, 2011 8:03 p.m.","2011-12-01 22:25:00+00","2011-12-01 22:22:00+00","2011-12-02 02:22:00+00","2011-12-02 02:03:00+00"
"2011-12-01","CO-50-CLE-EWR","","","Thu., Dec.01, 2011 2:55 p.m.","Thu., Dec.01, 2011 3:31 p.m.","Thu., Dec.01, 2011 4:49 p.m.","Thu., Dec.01, 2011 5:26 p.m.","2011-12-01 19:55:00+00","2011-12-01 20:31:00+00","2011-12-01 21:49:00+00","2011-12-01 22:26:00+00"
"2011-12-01","CO-1561-PHX-IAH","","","Thu., Dec.01, 2011 8:05 a.m.","Thu., Dec.01, 2011 8:00 a.m.","Thu., Dec.01, 2011 11:35 a.m.","Thu., Dec.01, 2011 11:32 a.m.","2011-12-01 15:05:00+00","2011-12-01 15:00:00+00","2011-12-01 17:35:00+00","2011-12-01 17:32:00+00"
"2011-12-01","CO-47-IAH-LAX","","","Thu., Dec.01, 2011 7:10 p.m.","Thu., Dec.01, 2011 8:25 p.m.","Thu., Dec.01, 2011 8:56 p.m.","Thu., Dec.01, 2011 9:52 p.m.","2011-12-02 01:10:00+00","2011-12-02 02:25:00+00","2011-12-02 04:56:00+00","2011-12-02 05:52:00+00"
"2011-12-01","CO-1586-IAH-MCO","","","Thu., Dec.01, 2011 7:00 p.m.","Thu., Dec.01, 2011 7:14 p.m.","Thu., Dec.01, 2011 10:15 p.m.","Thu., Dec.01, 2011 10:29 p.m.","2011-12-02 01:00:00+00","2011-12-02 01:14:00+00","2011-12-02 03:15:00+00","2011-12-02 03:29:00+00"
"2011-12-01","CO-4888-IAH-DAL","","","Thu., Dec.01, 2011 5:30 p.m.","Thu., Dec.01, 2011 5:30 p.m.","Thu., Dec.01, 2011 6:40 p.m.","Thu., Dec.01, 2011 6:40 p.m.","2011-12-01 23:30:00+00","2011-12-01 23:30:00+00","2011-12-02 00:40:00+00","2011-12-02 00:40:00+00"
"2011-12-01","CO-1088-CLE-IAH","","","Thu., Dec.01, 2011 8:40 a.m.","Thu., Dec.01, 2011 8:40 a.m.","Thu., Dec.01, 2011 10:54 a.m.","Thu., Dec.01, 2011 10:56 a.m.","2011-12-01 13:40:00+00","2011-12-01 13:40:00+00","2011-12-01 16:54:00+00","2011-12-01 16:56:00+00"
"2011-12-01","UA-5487-SFO-MRY","87A","--","Thu, Dec 1 10:39 AM","Thu, Dec 1 10:33 AM","Thu, Dec 1 11:19 AM","Thu, Dec 1 11:21 AM","2011-12-01 18:39:00+00","2011-12-01 18:33:00+00","2011-12-01 19:19:00+00","2011-12-01 19:21:00+00"
"2011-12-01","UA-3050-PHX-CLT","A30","B5","Thu, Dec 1 11:05 AM","Thu, Dec 1 11:30 AM","Thu, Dec 1 4:57 PM","Thu, Dec 1 5:05 PM","2011-12-01 18:05:00+00","2011-12-01 18:30:00+00","2011-12-01 21:57:00+00","2011-12-01 22:05:00+00"
"2011-12-01","UA-828-SFO-ORD","75","C9","Thu, Dec 1 11:08 PM","Thu, Dec 1 11:08 PM            On Time","Fri, Dec 2 5:11 AM","Fri, Dec 2 5:11 AM","2011-12-02 07:08:00+00","2011-12-02 07:08:00+00","2011-12-02 11:11:00+00","2011-12-02 11:11:00+00"
"2011-12-01","UA-2830-MCO-CLT","58","C18","Thu, Dec 1 3:27 PM","Thu, Dec 1 3:27 PM","Thu, Dec 1 5:05 PM","Thu, Dec 1 5:17 PM","2011-12-01 20:27:00+00","2011-12-01 20:27:00+00","2011-12-01 22:05:00+00","2011-12-01 22:17:00+00"
"2011-12-01","UA-37-EWR-MCO","C126","39","Thu, Dec 1 1:29 PM","Thu, Dec 1 1:48 PM            Delayed","Thu, Dec 1 4:17 PM","Thu, Dec 1 4:17 PM","2011-12-01 18:29:00+00","2011-12-01 18:48:00+00","2011-12-01 21:17:00+00","2011-12-01 21:17:00+00"
"2011-12-01","UA-382-IAD-LAX","D1","75B","Thu, Dec 1 12:30 PM","Thu, Dec 1 12:35 PM            Delayed","Thu, Dec 1 3:19 PM","Thu, Dec 1 3:11 PM","2011-12-01 17:30:00+00","2011-12-01 17:35:00+00","2011-12-01 23:19:00+00","2011-12-01 23:11:00+00"
"2011-12-01","UA-382-IAD-LAX","D1","75B","Thu, Dec 1 12:30 PM","Thu, Dec 1 12:35 PM            Delayed","Thu, Dec 1 3:19 PM","Thu, Dec 1 3:21 PM","2011-12-01 17:30:00+00","2011-12-01 17:35:00+00","2011-12-01 23:19:00+00","2011-12-01 23:21:00+00"
"2011-12-02","CO-16-LAX-EWR","","","Fri., Dec.02, 2011 10:25 a.m.","Fri., Dec.02, 2011 10:28 a.m.","Fri., Dec.02, 2011 6:44 p.m.","Fri., Dec.02, 2011 6:42 p.m.","2011-12-02 18:25:00+00","2011-12-02 18:28:00+00","2011-12-02 23:44:00+00","2011-12-02 23:42:00+00"
"2011-12-20","AA-1221-MCO-ORD"," 15"," H14    ","December 20, 2011               08:00 PM    ","December 20, 2011               07:57 PM    ","December 20, 2011               09:50 PM    ","December 20, 2011               09:27 PM    ","2011-12-21 01:00:00+00","2011-12-21 00:57:00+00","2011-12-21 03:50:00+00","2011-12-21 03:27:00+00"
"2011-12-20","AA-4307-ORD-DTW"," H3A"," D28    ","December 20, 2011               06:45 PM    ","December 20, 2011               06:38 PM    ","December 20, 2011               09:10 PM    ","December 20, 2011               09:04 PM    ","2011-12-21 00:45:00+00","2011-12-21 00:38:00+00","2011-12-21 02:10:00+00","2011-12-21 02:04:00+00"
"2011-12-20","AA-616-DFW-DTW"," D34"," D32    ","December 20, 2011               09:05 AM    ","December 20, 2011               09:02 AM    ","December 20, 2011               12:35 PM    ","December 20, 2011               12:40 PM    ","2011-12-20 15:05:00+00","2011-12-20 15:02:00+00","2011-12-20 17:35:00+00","2011-12-20 17:40:00+00"
"2011-12-02","CO-1614-LAX-IAH","","","Fri., Dec.02, 2011 12:30 a.m.","Fri., Dec.02, 2011 12:44 a.m.","Fri., Dec.02, 2011 5:35 a.m.","Fri., Dec.02, 2011 5:46 a.m.","2011-12-02 08:30:00+00","2011-12-02 08:44:00+00","2011-12-02 11:35:00+00","2011-12-02 11:46:00+00"
"2011-12-20","AA-431-MIA-SFO"," D1"," 57    ","December 20, 2011               08:35 AM    ","December 20, 2011               08:43 AM    ","December 20, 2011               11:50 AM    ","December 20, 2011               11:30 AM    ","2011-12-20 13:35:00+00","2011-12-20 13:43:00+00","2011-12-20 19:50:00+00","2011-12-20 19:30:00+00"
"2011-12-20","AA-3756-ORD-SLC"," G5"," A3    ","December 20, 2011               12:15 PM    ","December 20, 2011               12:15 PM    ","December 20, 2011               02:45 PM    ","December 20, 2011               02:36 PM    ","2011-12-20 18:15:00+00","2011-12-20 18:15:00+00","2011-12-20 21:45:00+00","2011-12-20 21:36:00+00"
"2011-12-20","AA-2050-ORD-MIA"," H15"," D40    ","December 20, 2011               10:40 AM    ","December 20, 2011               10:58 AM    ","December 20, 2011               02:45 PM    ","December 20, 2011               02:54 PM    ","2011-12-20 16:40:00+00","2011-12-20 16:58:00+00","2011-12-20 19:45:00+00","2011-12-20 19:54:00+00"
"2011-12-20","AA-3804-PHL-ORD"," A7"," H5    ","December 20, 2011               02:35 PM    ","December 20, 2011               02:28 PM    ","December 20, 2011               04:05 PM    ","December 20, 2011               03:45 PM    ","2011-12-20 19:35:00+00","2011-12-20 19:28:00+00","2011-12-20 22:05:00+00","2011-12-20 21:45:00+00"
"2011-12-20","AA-1664-MIA-ATL"," D32"," T11    ","December 20, 2011               10:15 AM    ","December 20, 2011               10:22 AM    ","December 20, 2011               12:10 PM    ","December 20, 2011               12:19 PM    ","2011-12-20 15:15:00+00","2011-12-20 15:22:00+00","2011-12-20 17:10:00+00","2011-12-20 17:19:00+00"
"2011-12-20","AA-789-ORD-DEN"," K8"," A49    ","December 20, 2011               01:05 PM    ","December 20, 2011               01:02 PM    ","December 20, 2011               02:35 PM    ","December 20, 2011               02:16 PM    ","2011-12-20 19:05:00+00","2011-12-20 19:02:00+00","2011-12-20 21:35:00+00","2011-12-20 21:16:00+00"
"2011-12-20","AA-4277-CVG-JFK"," 1"," 31B    ","December 20, 2011               12:10 PM    ","December 20, 2011               12:05 PM    ","December 20, 2011               02:15 PM    ","December 20, 2011               01:49 PM    ","2011-12-20 17:10:00+00","2011-12-20 17:05:00+00","2011-12-20 19:15:00+00","2011-12-20 18:49:00+00"
"2011-12-20","AA-85-JFK-SFO"," 6"," 58B    ","December 20, 2011               03:05 PM    ","December 20, 2011               03:28 PM    ","December 20, 2011               06:30 PM    ","December 20, 2011               06:34 PM    ","2011-12-20 20:05:00+00","2011-12-20 20:28:00+00","2011-12-21 02:30:00+00","2011-12-21 02:34:00+00"
"2011-12-20","AA-404-MIA-MCO"," E7"," 15    ","December 20, 2011               06:45 AM    ","December 20, 2011               06:51 AM    ","December 20, 2011               07:45 AM    ","December 20, 2011               07:54 AM    ","2011-12-20 11:45:00+00","2011-12-20 11:51:00+00","2011-12-20 12:45:00+00","2011-12-20 12:54:00+00"
"2011-12-20","AA-446-DFW-PHL"," D38"," A9    ","December 20, 2011               11:50 AM    ","December 20, 2011               11:53 AM    ","December 20, 2011               03:50 PM    ","December 20, 2011               03:47 PM    ","2011-12-20 17:50:00+00","2011-12-20 17:53:00+00","2011-12-20 20:50:00+00","2011-12-20 20:47:00+00"
"2011-12-20","AA-2268-PHX-ORD"," 6"," H15    ","December 20, 2011               07:15 AM    ","December 20, 2011               07:11 AM    ","December 20, 2011               11:35 AM    ","December 20, 2011               11:14 AM    ","2011-12-20 14:15:00+00","2011-12-20 14:11:00+00","2011-12-20 17:35:00+00","2011-12-20 17:14:00+00"
