"eudract_number","open","single_blind","double_blind","randomised","crossover","parallel_group","arms","controlled","protocol_country_code"
"2012-001923-11","No","No","Yes","Yes","No","Yes","2+","Yes","ES"
"2012-001923-11","No","No","Yes","Yes","No","Yes","2+","Yes","IT"
"2012-002011-26","No","No","Yes","Yes","No","Yes","2+","Yes","HU"
"2012-002011-26","No","No","Yes","Yes","No","Yes","2+","Yes","GB"
"2012-002011-26","No","No","Yes","Yes","No","Yes","2+","Yes","SK"
"2012-002011-26","No","No","Yes","Yes","No","Yes","2+","Yes","DE"
"2012-002011-26","No","No","Yes","Yes","No","Yes","2+","Yes","BG"
"2012-002011-26","No","No","Yes","Yes","No","Yes","2+","Yes","EE"
"2012-002011-26","No","No","Yes","Yes","No","Yes","2+","Yes","PL"
"2012-002011-26","No","No","Yes","Yes","No","Yes","2+","Yes","CZ"
"2012-002047-26","No","No","Yes","Yes","No","Yes","2+","Yes","NL"
"2012-002047-26","No","No","Yes","Yes","No","Yes","2+","Yes","GR"
"2012-002047-26","No","No","Yes","Yes","No","Yes","2+","Yes","DE"
"2012-002047-26","No","No","Yes","Yes","No","Yes","2+","Yes","ES"
"2012-002047-26","No","No","Yes","Yes","No","Yes","2+","Yes","HU"
"2012-002215-26","No","No","Yes","Yes","No","Yes","2+","Yes","AT"
"2012-002215-26","No","No","Yes","Yes","No","Yes","2+","Yes","FI"
"2012-002215-26","No","No","Yes","Yes","No","Yes","2+","Yes","BE"
"2012-002215-26","No","No","Yes","Yes","No","Yes","2+","Yes","ES"
"2012-002250-23","Yes","No","No","Yes","No","No","2+","Yes","ES"
"2012-002340-24","Yes","No","No","Yes","No","Yes","2+","Yes","Outside EU/EEA"
"2012-002603-17","No","No","Yes","Yes","No","Yes","2+","Yes","ES"
"2012-002603-17","No","No","Yes","Yes","No","Yes","2+","Yes","FI"
"2012-002603-17","No","No","Yes","Yes","No","Yes","2+","Yes","DE"
"2012-002603-17","No","No","Yes","Yes","No","Yes","2+","Yes","DK"
"2012-002627-15","No","No","Yes","Yes","No","Yes","2+","Yes","PT"
"2012-002627-15","No","No","Yes","Yes","No","Yes","2+","Yes","IT"
"2012-002627-15","No","No","Yes","Yes","No","Yes","2+","Yes","AT"
"2012-002627-15","No","No","Yes","Yes","No","Yes","2+","Yes","GR"
"2012-002627-15","No","No","Yes","Yes","No","Yes","2+","Yes","ES"
"2012-002627-15","No","No","Yes","Yes","No","Yes","2+","Yes","BG"
"2012-002627-15","No","No","Yes","Yes","No","Yes","2+","Yes","CZ"
"2012-002627-15","No","No","Yes","Yes","No","Yes","2+","Yes","DE"
"2012-002627-15","No","No","Yes","Yes","No","Yes","2+","Yes","DK"
"2012-002627-15","No","No","Yes","Yes","No","Yes","2+","Yes","NO"
"2012-002627-15","No","No","Yes","Yes","No","Yes","2+","Yes","SE"
"2012-002627-15","No","No","Yes","Yes","No","Yes","2+","Yes","PL"
"2012-002627-15","No","No","Yes","Yes","No","Yes","2+","Yes","LT"
"2012-002627-15","No","No","Yes","Yes","No","Yes","2+","Yes","FI"
"2012-002627-15","No","No","Yes","Yes","No","Yes","2+","Yes","HU"
"2012-002627-15","No","No","Yes","Yes","No","Yes","2+","Yes","NL"
"2012-002751-42","No","No","Yes","Yes","No","Yes","2+","Yes","DK"
"2012-002751-42","No","No","Yes","Yes","No","Yes","2+","Yes","ES"
"2012-002751-42","No","No","Yes","Yes","No","Yes","2+","Yes","IT"
"2012-002751-42","No","No","Yes","Yes","No","Yes","2+","Yes","CZ"
"2012-002751-42","No","No","Yes","Yes","No","Yes","2+","Yes","HU"
"2012-002751-42","No","No","Yes","Yes","No","Yes","2+","Yes","DE"
"2012-002785-12","Yes","No","No","Yes","No","Yes","2+","Yes","ES"
"2012-002785-12","Yes","No","No","Yes","No","Yes","2+","Yes","SE"
"2012-002785-12","Yes","No","No","Yes","No","Yes","2+","Yes","EE"
"2012-002785-12","Yes","No","No","Yes","No","Yes","2+","Yes","CZ"
"2012-002785-12","Yes","No","No","Yes","No","Yes","2+","Yes","IT"
"2012-002785-12","Yes","No","No","Yes","No","Yes","2+","Yes","DE"
"2012-002785-12","Yes","No","No","Yes","No","Yes","2+","Yes","GB"
"2012-002805-23","No","No","Yes","Yes","No","Yes","2+","Yes","BE"
"2012-002805-23","No","No","Yes","Yes","No","Yes","2+","Yes","HU"
"2012-002805-23","No","No","Yes","Yes","No","Yes","2+","Yes","DE"
"2012-002805-23","No","No","Yes","Yes","No","Yes","2+","Yes","CZ"
"2012-002805-23","No","No","Yes","Yes","No","Yes","2+","Yes","IT"
"2012-002805-23","No","No","Yes","Yes","No","Yes","2+","Yes","GB"
"2012-002805-23","No","No","Yes","Yes","No","Yes","2+","Yes","AT"
"2012-002805-23","No","No","Yes","Yes","No","Yes","2+","Yes","ES"
"2012-002808-41","Information not present in EudraCT","Information not present in EudraCT","Yes","","","No","1","No","PL"
"2012-002808-41","Information not present in EudraCT","Information not present in EudraCT","Yes","","","No","1","No","NL"
"2012-002808-41","Information not present in EudraCT","Information not present in EudraCT","Yes","","","No","1","No","AT"
"2012-002808-41","Information not present in EudraCT","Information not present in EudraCT","Yes","","","No","1","No","SE"
"2012-002808-41","Information not present in EudraCT","Information not present in EudraCT","Yes","","","No","1","No","GB"
"2012-002808-41","Information not present in EudraCT","Information not present in EudraCT","Yes","","","No","1","No","IT"
"2012-002808-41","Information not present in EudraCT","Information not present in EudraCT","Yes","","","No","1","No","CZ"
"2012-002808-41","Information not present in EudraCT","Information not present in EudraCT","Yes","","","No","1","No","ES"
"2012-002808-41","Information not present in EudraCT","Information not present in EudraCT","Yes","","","No","1","No","BE"
"2012-002808-41","Information not present in EudraCT","Information not present in EudraCT","Yes","","","No","1","No","HU"
"2012-002814-38","No","No","Yes","Yes","No","Yes","2+","Yes","DK"
"2012-002814-38","No","No","Yes","Yes","No","Yes","2+","Yes","GB"
"2012-002814-38","No","No","Yes","Yes","No","Yes","2+","Yes","HU"
"2012-002814-38","No","No","Yes","Yes","No","Yes","2+","Yes","NL"
"2012-002814-38","No","No","Yes","Yes","No","Yes","2+","Yes","PT"
"2012-002814-38","No","No","Yes","Yes","No","Yes","2+","Yes","CZ"
"2012-002814-38","No","No","Yes","Yes","No","Yes","2+","Yes","PL"
"2012-002814-38","No","No","Yes","Yes","No","Yes","2+","Yes","LV"
"2012-002814-38","No","No","Yes","Yes","No","Yes","2+","Yes","HR"
"2012-002814-38","No","No","Yes","Yes","No","Yes","2+","Yes","ES"
"2012-002814-38","No","No","Yes","Yes","No","Yes","2+","Yes","SE"
"2012-002814-38","No","No","Yes","Yes","No","Yes","2+","Yes","DE"
"2012-002814-38","No","No","Yes","Yes","No","Yes","2+","Yes","IT"
"2012-002814-38","No","No","Yes","Yes","No","Yes","2+","Yes","AT"
"2012-002814-38","No","No","Yes","Yes","No","Yes","2+","Yes","LT"
"2012-002814-38","No","No","Yes","Yes","No","Yes","2+","Yes","BE"
"2012-002814-38","No","No","Yes","Yes","No","Yes","2+","Yes","BG"
"2012-002814-38","No","No","Yes","Yes","No","Yes","2+","Yes","FR"
"2012-002814-38","No","No","Yes","Yes","No","Yes","2+","Yes","SK"
"2012-002839-28","No","No","Yes","Yes","No","Yes","2+","Yes","DK"
"2012-002839-28","No","No","Yes","Yes","No","Yes","2+","Yes","PL"
"2012-002839-28","No","No","Yes","Yes","No","Yes","2+","Yes","BG"
"2012-002839-28","No","No","Yes","Yes","No","Yes","2+","Yes","ES"
"2012-002839-28","No","No","Yes","Yes","No","Yes","2+","Yes","DE"
"2012-002839-28","No","No","Yes","Yes","No","Yes","2+","Yes","IT"
"2012-002839-28","No","No","Yes","Yes","No","Yes","2+","Yes","GB"
"2012-002940-26","No","No","Yes","Yes","No","Yes","2+","Yes","BE"
"2012-002940-26","No","No","Yes","Yes","No","Yes","2+","Yes","BG"
"2012-002940-26","No","No","Yes","Yes","No","Yes","2+","Yes","SK"
"2012-002940-26","No","No","Yes","Yes","No","Yes","2+","Yes","FR"
"2012-002940-26","No","No","Yes","Yes","No","Yes","2+","Yes","GB"
"2012-002940-26","No","No","Yes","Yes","No","Yes","2+","Yes","FI"
"2012-002940-26","No","No","Yes","Yes","No","Yes","2+","Yes","PL"
"2012-002940-26","No","No","Yes","Yes","No","Yes","2+","Yes","DE"
"2012-002940-26","No","No","Yes","Yes","No","Yes","2+","Yes","SE"
"2012-002940-26","No","No","Yes","Yes","No","Yes","2+","Yes","HU"
"2012-002940-26","No","No","Yes","Yes","No","Yes","2+","Yes","CZ"
"2012-002940-26","No","No","Yes","Yes","No","Yes","2+","Yes","ES"
"2012-002940-26","No","No","Yes","Yes","No","Yes","2+","Yes","NL"
"2012-002940-26","No","No","Yes","Yes","No","Yes","2+","Yes","IT"
"2012-002940-26","No","No","Yes","Yes","No","Yes","2+","Yes","DK"
"2012-002940-26","No","No","Yes","Yes","No","Yes","2+","Yes","PT"
"2012-003008-11","No","No","Yes","Yes","No","Yes","2+","Yes","SE"
"2012-003008-11","No","No","Yes","Yes","No","Yes","2+","Yes","AT"
"2012-003008-11","No","No","Yes","Yes","No","Yes","2+","Yes","FR"
"2012-003008-11","No","No","Yes","Yes","No","Yes","2+","Yes","ES"
"2012-003008-11","No","No","Yes","Yes","No","Yes","2+","Yes","CZ"
"2012-003008-11","No","No","Yes","Yes","No","Yes","2+","Yes","NL"
"2012-003008-11","No","No","Yes","Yes","No","Yes","2+","Yes","GB"
"2012-003008-11","No","No","Yes","Yes","No","Yes","2+","Yes","DE"
"2012-003008-11","No","No","Yes","Yes","No","Yes","2+","Yes","HU"
"2012-003008-11","No","No","Yes","Yes","No","Yes","2+","Yes","IT"
"2012-003008-11","No","No","Yes","Yes","No","Yes","2+","Yes","BE"
"2012-003112-31","Yes","No","No","Yes","No","Yes","2+","Yes","GB"
"2012-003112-31","Yes","No","No","Yes","No","Yes","2+","Yes","FR"
"2012-003112-31","Yes","No","No","Yes","No","Yes","2+","Yes","DE"
"2012-003208-10","No","No","Yes","Yes","No","Yes","2+","Yes","PL"
"2012-003208-10","No","No","Yes","Yes","No","Yes","2+","Yes","DE"
"2012-003208-10","No","No","Yes","Yes","No","Yes","2+","Yes","ES"
"2012-003228-19","No","No","Yes","Yes","No","Yes","2+","Yes","DE"
"2012-003228-19","No","No","Yes","Yes","No","Yes","2+","Yes","GB"
"2012-003228-19","No","No","Yes","Yes","No","Yes","2+","Yes","IT"
"2012-003228-19","No","No","Yes","Yes","No","Yes","2+","Yes","ES"
"2012-003228-19","No","No","Yes","Yes","No","Yes","2+","Yes","PL"
"2012-003332-23","No","No","Yes","Yes","No","Yes","2+","Yes","IT"
"2012-003332-23","No","No","Yes","Yes","No","Yes","2+","Yes","ES"
"2012-003332-23","No","No","Yes","Yes","No","Yes","2+","Yes","DE"
"2012-003332-23","No","No","Yes","Yes","No","Yes","2+","Yes","PL"
"2012-003332-23","No","No","Yes","Yes","No","Yes","2+","Yes","RO"
"2012-003387-43","Yes","No","No","Yes","No","Yes","2+","Yes","ES"
"2012-003387-43","Yes","No","No","Yes","No","Yes","2+","Yes","DE"
"2012-003387-43","Yes","No","No","Yes","No","Yes","2+","Yes","GB"
"2012-003387-43","Yes","No","No","Yes","No","Yes","2+","Yes","FR"
"2012-003499-37","Yes","No","No","No","No","No","2+","No","DE"
"2012-003499-37","Yes","Information not present in EudraCT","Information not present in EudraCT","No","No","No","2+","No","IT"
"2012-003499-37","Yes","No","No","No","No","No","2+","No","PL"
"2012-003533-41","No","No","Yes","Yes","No","Yes","2+","Yes","PT"
"2012-003533-41","No","No","Yes","Yes","No","Yes","2+","Yes","GB"
"2012-003533-41","No","No","Yes","Yes","No","Yes","2+","Yes","DE"
"2012-003533-41","No","No","Yes","Yes","No","Yes","2+","Yes","HU"
"2012-003533-41","No","No","Yes","Yes","No","Yes","2+","Yes","ES"
"2012-003533-41","No","No","Yes","Yes","No","Yes","2+","Yes","NL"
"2012-003533-41","No","No","Yes","Yes","No","Yes","2+","Yes","AT"
"2012-003533-41","No","No","Yes","Yes","No","Yes","2+","Yes","IT"
"2012-003533-41","No","No","Yes","Yes","No","Yes","2+","Yes","IE"
"2012-003535-27","No","No","Yes","Yes","No","Yes","2+","Yes","BE"
"2012-003535-27","No","No","Yes","Yes","No","Yes","2+","Yes","IT"
"2012-003535-27","No","No","Yes","Yes","No","Yes","2+","Yes","DE"
"2012-003535-27","No","No","Yes","Yes","No","Yes","2+","Yes","GR"
"2012-003535-27","No","No","Yes","Yes","No","Yes","2+","Yes","ES"
"2012-003535-27","No","No","Yes","Yes","No","Yes","2+","Yes","PT"
"2012-003535-27","No","No","Yes","Yes","No","Yes","2+","Yes","GB"
"2012-003593-51","Yes","No","No","Yes","No","Yes","2+","Yes","PT"
"2012-003593-51","Yes","No","No","Yes","No","Yes","2+","Yes","GB"
"2012-003593-51","Yes","No","No","Yes","No","Yes","2+","Yes","SK"
"2012-003593-51","Yes","No","No","Yes","No","Yes","2+","Yes","BE"
"2012-003593-51","Yes","No","No","Yes","No","Yes","2+","Yes","IT"
"2012-003593-51","Yes","No","No","Yes","No","Yes","2+","Yes","CZ"
"2012-003593-51","Yes","No","No","Yes","No","Yes","2+","Yes","PL"
"2012-003593-51","Yes","No","No","Yes","No","Yes","2+","Yes","NL"
"2012-003593-51","Yes","No","No","Yes","No","Yes","2+","Yes","DE"
"2012-003593-51","Yes","No","No","Yes","No","Yes","2+","Yes","AT"
"2012-003593-51","Yes","No","No","Yes","No","Yes","2+","Yes","ES"
"2012-003593-51","Yes","No","No","Yes","No","Yes","2+","Yes","HU"
"2012-003593-51","Yes","No","No","Yes","No","Yes","2+","Yes","FR"
"2012-003593-51","Yes","No","No","Yes","No","Yes","2+","Yes","GR"
"2012-003593-51","Yes","No","No","Yes","No","Yes","2+","Yes","SE"
"2012-003630-16","No","No","Yes","Yes","No","Yes","2+","Yes","AT"
"2012-003630-16","No","No","Yes","Yes","No","Yes","2+","Yes","DE"
"2012-003788-23","Yes","No","No","Yes","No","Yes","2+","Yes","ES"
"2012-003788-23","Yes","No","No","Yes","No","Yes","2+","Yes","DE"
"2012-003788-23","Yes","No","No","Yes","No","Yes","2+","Yes","PT"
"2012-003788-23","Yes","No","No","Yes","No","Yes","2+","Yes","BE"
"2012-003788-23","Yes","No","No","Yes","No","Yes","2+","Yes","GB"
"2012-004027-20","Yes","No","No","No","No","No","2+","No","PL"
"2012-004027-20","Yes","No","No","No","No","No","2+","No","GB"
"2012-004027-20","Yes","No","No","No","No","No","2+","No","DE"
"2012-004125-24","Yes","No","No","Yes","No","Yes","2+","Yes","AT"
"2012-004125-24","Yes","No","No","Yes","No","Yes","2+","Yes","BE"
"2012-004125-24","Yes","No","No","Yes","No","Yes","2+","Yes","DE"
"2012-004179-38","No","No","Yes","Yes","No","Yes","2+","Yes","PT"
"2012-004179-38","No","No","Yes","Yes","No","Yes","2+","Yes","DK"
"2012-004179-38","No","No","Yes","Yes","No","Yes","2+","Yes","HU"
"2012-004179-38","No","No","Yes","Yes","No","Yes","2+","Yes","BG"
"2012-004179-38","No","No","Yes","Yes","No","Yes","2+","Yes","CZ"
"2012-004179-38","No","No","Yes","Yes","No","Yes","2+","Yes","AT"
"2012-004179-38","No","No","Yes","Yes","No","Yes","2+","Yes","NO"
"2012-004179-38","No","No","Yes","Yes","No","Yes","2+","Yes","NL"
"2012-004179-38","No","No","Yes","Yes","No","Yes","2+","Yes","FI"
"2012-004179-38","No","No","Yes","Yes","No","Yes","2+","Yes","PL"
"2012-004179-38","No","No","Yes","Yes","No","Yes","2+","Yes","DE"
"2012-004179-38","No","No","Yes","Yes","No","Yes","2+","Yes","IT"
"2012-004179-38","No","No","Yes","Yes","No","Yes","2+","Yes","ES"
"2012-004179-38","No","No","Yes","Yes","No","Yes","2+","Yes","SE"
"2012-004331-23","Yes","No","No","Yes","No","Yes","2+","Yes","HU"
"2012-004331-23","Yes","No","No","Yes","No","Yes","2+","Yes","BE"
"2012-004331-23","Yes","No","No","Yes","No","Yes","2+","Yes","GB"
"2012-004331-23","Yes","No","No","Yes","No","Yes","2+","Yes","IT"
"2012-004331-23","Yes","No","No","Yes","No","Yes","2+","Yes","DE"
"2012-004349-34","Yes","No","No","Yes","No","Yes","2+","Yes","AT"
"2012-004349-34","Yes","No","No","Yes","No","Yes","2+","Yes","CZ"
"2012-004349-34","Yes","No","No","Yes","No","Yes","2+","Yes","GB"
"2012-004349-34","Yes","No","No","Yes","No","Yes","2+","Yes","HU"
"2012-004349-34","Yes","No","No","Yes","No","Yes","2+","Yes","IT"
"2012-004349-34","Yes","No","No","Yes","No","Yes","2+","Yes","SI"
"2012-004349-34","Yes","No","No","Yes","No","Yes","2+","Yes","ES"
"2012-004349-34","Yes","No","No","Yes","No","Yes","2+","Yes","DE"
"2012-004349-34","Yes","No","No","Yes","No","Yes","2+","Yes","BE"
"2012-004349-34","Yes","No","No","Yes","No","Yes","2+","Yes","PL"
"2012-004349-34","Yes","No","No","Yes","No","Yes","2+","Yes","NL"
"2012-004359-35","No","No","Yes","Yes","No","Yes","2+","Yes","BG"
"2012-004359-35","No","No","Yes","Yes","No","Yes","2+","Yes","HU"
"2012-004359-35","No","No","Yes","Yes","No","Yes","2+","Yes","ES"
"2012-004359-35","No","No","Yes","Yes","No","Yes","2+","Yes","HR"
"2012-004359-35","No","No","Yes","Yes","No","Yes","2+","Yes","GB"
"2012-004359-35","No","No","Yes","Yes","No","Yes","2+","Yes","SE"
"2012-004359-35","No","No","Yes","Yes","No","Yes","2+","Yes","PL"
"2012-004359-35","No","No","Yes","Yes","No","Yes","2+","Yes","CZ"
"2012-004359-35","No","No","Yes","Yes","No","Yes","2+","Yes","FR"
"2012-004359-35","No","No","Yes","Yes","No","Yes","2+","Yes","DE"
"2012-004359-35","No","No","Yes","Yes","No","Yes","2+","Yes","AT"
"2012-004360-22","Yes","No","No","Yes","No","Yes","2+","Yes","BE"
"2012-004360-22","Yes","No","No","Yes","No","Yes","2+","Yes","SK"
"2012-004360-22","Yes","No","No","Yes","No","Yes","2+","Yes","HU"
"2012-004360-22","Yes","No","No","Yes","No","Yes","2+","Yes","DE"
"2012-004360-22","Yes","No","No","Yes","No","Yes","2+","Yes","PT"
"2012-004360-22","Yes","No","No","Yes","No","Yes","2+","Yes","IT"
"2012-004360-22","Yes","No","No","Yes","No","Yes","2+","Yes","HR"
"2012-004360-22","Yes","No","No","Yes","No","Yes","2+","Yes","GB"
"2012-004360-22","Yes","No","No","Yes","No","Yes","2+","Yes","FR"
"2012-004360-22","Yes","No","No","Yes","No","Yes","2+","Yes","ES"
"2012-004360-22","Yes","No","No","Yes","No","Yes","2+","Yes","SI"
"2012-004360-22","Yes","No","No","Yes","No","Yes","2+","Yes","BG"
"2012-004877-26","No","No","Yes","Yes","No","Yes","2+","Yes","BE"
"2012-004877-26","No","No","Yes","Yes","No","Yes","2+","Yes","DE"
"2012-004877-26","No","No","Yes","Yes","No","Yes","2+","Yes","PL"
"2012-004877-26","No","No","Yes","Yes","No","Yes","2+","Yes","IT"
"2012-004877-26","No","No","Yes","Yes","No","Yes","2+","Yes","CZ"
"2012-004877-26","No","No","Yes","Yes","No","Yes","2+","Yes","FR"
"2012-004877-26","No","No","Yes","Yes","No","Yes","2+","Yes","AT"
"2012-004898-30","No","No","Yes","No","No","No","2+","No","FR"
"2012-004898-30","No","No","Yes","No","No","No","2+","No","CZ"
"2012-004898-30","No","No","Yes","No","No","No","2+","No","PL"
"2012-004898-30","No","No","Yes","No","No","No","2+","No","BE"
"2012-004898-30","No","No","Yes","No","No","No","2+","No","DE"
"2012-004898-30","No","No","Yes","No","No","No","2+","No","AT"
"2012-004898-30","No","No","Yes","No","No","No","2+","No","IT"
"2012-005078-70","Yes","No","No","No","No","No","2+","No","DK"
"2012-005078-70","Yes","No","No","No","No","No","2+","No","NL"
"2012-005078-70","Yes","No","No","No","No","No","2+","No","AT"
"2012-005283-97","Yes","No","No","Yes","No","Yes","2+","Yes","BE"
"2012-005283-97","Yes","No","No","Yes","No","Yes","2+","Yes","FR"
"2012-005283-97","Yes","No","No","Yes","No","Yes","2+","Yes","IT"
"2012-005283-97","Yes","No","No","Yes","No","Yes","2+","Yes","AT"
"2012-005283-97","Yes","No","No","Yes","No","Yes","2+","Yes","BG"
"2012-005283-97","Yes","No","No","Yes","No","Yes","2+","Yes","ES"
"2012-005283-97","Yes","No","No","Yes","No","Yes","2+","Yes","NL"
"2012-005283-97","Yes","No","No","Yes","No","Yes","2+","Yes","CZ"
"2012-005283-97","Yes","No","No","Yes","No","Yes","2+","Yes","GR"
"2012-005283-97","Yes","No","No","Yes","No","Yes","2+","Yes","HU"
"2012-005283-97","Yes","No","No","Yes","No","Yes","2+","Yes","GB"
"2012-005283-97","Yes","No","No","Yes","No","Yes","2+","Yes","DE"
"2012-005283-97","Yes","No","No","Yes","No","Yes","2+","Yes","PL"
"2012-005401-41","No","No","Yes","Yes","No","Yes","2+","Yes","SK"
"2012-005401-41","No","No","Yes","Yes","No","Yes","2+","Yes","AT"
"2012-005401-41","No","No","Yes","Yes","No","Yes","2+","Yes","NO"
"2012-005401-41","No","No","Yes","Yes","No","Yes","2+","Yes","DK"
"2012-005401-41","No","No","Yes","Yes","No","Yes","2+","Yes","NL"
"2012-005401-41","No","No","Yes","Yes","No","Yes","2+","Yes","BE"
"2012-005401-41","No","No","Yes","Yes","No","Yes","2+","Yes","SE"
"2012-005401-41","No","No","Yes","Yes","No","Yes","2+","Yes","ES"
"2012-005401-41","No","No","Yes","Yes","No","Yes","2+","Yes","HU"
"2012-005401-41","No","No","Yes","Yes","No","Yes","2+","Yes","IE"
"2012-005401-41","No","No","Yes","Yes","No","Yes","2+","Yes","PL"
"2012-005401-41","No","No","Yes","Yes","No","Yes","2+","Yes","SI"
"2012-005401-41","No","No","Yes","Yes","No","Yes","2+","Yes","CZ"
"2012-005401-41","No","No","Yes","Yes","No","Yes","2+","Yes","GR"
"2012-005401-41","No","No","Yes","Yes","No","Yes","2+","Yes","PT"
"2012-005401-41","No","No","Yes","Yes","No","Yes","2+","Yes","GB"
"2012-005401-41","No","No","Yes","Yes","No","Yes","2+","Yes","FI"
"2012-005665-12","No","No","Yes","Yes","No","Yes","2+","Yes","FR"
"2012-005665-12","No","No","Yes","Yes","No","Yes","2+","Yes","SE"
"2012-005665-12","No","No","Yes","Yes","No","Yes","2+","Yes","SK"
"2012-005665-12","No","No","Yes","Yes","No","Yes","2+","Yes","DE"
"2012-005665-12","No","No","Yes","Yes","No","Yes","2+","Yes","ES"
"2012-005665-12","No","No","Yes","Yes","No","Yes","2+","Yes","GR"
"2012-005665-12","No","No","Yes","Yes","No","Yes","2+","Yes","NL"
"2012-005665-12","No","No","Yes","Yes","No","Yes","2+","Yes","IT"
"2012-005665-12","No","No","Yes","Yes","No","Yes","2+","Yes","DK"
"2012-005665-12","No","No","Yes","Yes","No","Yes","2+","Yes","GB"
"2012-005665-12","No","No","Yes","Yes","No","Yes","2+","Yes","BE"
"2012-005665-12","No","No","Yes","Yes","No","Yes","2+","Yes","AT"
"2012-005665-12","No","No","Yes","Yes","No","Yes","2+","Yes","FI"
"2012-005694-31","No","No","Yes","Yes","No","Yes","2+","Yes","DE"
"2012-005694-31","No","No","Yes","Yes","No","Yes","2+","Yes","PL"
"2012-005694-31","No","No","Yes","Yes","No","Yes","2+","Yes","SE"
"2012-005735-91","No","No","Yes","Yes","No","Yes","2+","Yes","GR"
"2012-005735-91","No","No","Yes","Yes","No","Yes","2+","Yes","CZ"
"2012-005735-91","No","No","Yes","Yes","No","Yes","2+","Yes","NL"
"2012-005735-91","No","No","Yes","Yes","No","Yes","2+","Yes","LV"
"2012-005735-91","No","No","Yes","Yes","No","Yes","2+","Yes","DK"
"2012-005735-91","No","No","Yes","Yes","No","Yes","2+","Yes","FI"
"2012-005735-91","No","No","Yes","Yes","No","Yes","2+","Yes","SK"
"2012-005735-91","No","No","Yes","Yes","No","Yes","2+","Yes","GB"
"2012-005735-91","No","No","Yes","Yes","No","Yes","2+","Yes","ES"
"2012-005735-91","No","No","Yes","Yes","No","Yes","2+","Yes","BE"
"2012-005735-91","No","No","Yes","Yes","No","Yes","2+","Yes","PL"
"2012-005735-91","No","No","Yes","Yes","No","Yes","2+","Yes","BG"
"2012-005735-91","No","No","Yes","Yes","No","Yes","2+","Yes","IT"
"2012-005735-91","No","No","Yes","Yes","No","Yes","2+","Yes","DE"
"2012-005735-91","No","No","Yes","Yes","No","Yes","2+","Yes","SI"
"2012-005735-91","No","No","Yes","Yes","No","Yes","2+","Yes","HU"
"2012-005735-91","No","No","Yes","Yes","No","Yes","2+","Yes","LT"
"2012-005735-91","No","No","Yes","Yes","No","Yes","2+","Yes","EE"
"2012-005735-91","No","No","Yes","Yes","No","Yes","2+","Yes","SE"
"2012-005736-29","No","No","Yes","Yes","No","Yes","2+","Yes","SI"
"2012-005736-29","No","No","Yes","Yes","No","Yes","2+","Yes","NL"
"2012-005736-29","No","No","Yes","Yes","No","Yes","2+","Yes","BG"
"2012-005736-29","No","No","Yes","Yes","No","Yes","2+","Yes","EE"
"2012-005736-29","No","No","Yes","Yes","No","Yes","2+","Yes","GB"
"2012-005736-29","No","No","Yes","Yes","No","Yes","2+","Yes","CZ"
"2012-005736-29","No","No","Yes","Yes","No","Yes","2+","Yes","LV"
"2012-005736-29","No","No","Yes","Yes","No","Yes","2+","Yes","HU"
"2012-005736-29","No","No","Yes","Yes","No","Yes","2+","Yes","BE"
"2012-005736-29","No","No","Yes","Yes","No","Yes","2+","Yes","DK"
"2012-005736-29","No","No","Yes","Yes","No","Yes","2+","Yes","ES"
"2012-005736-29","No","No","Yes","Yes","No","Yes","2+","Yes","SE"
"2012-005736-29","No","No","Yes","Yes","No","Yes","2+","Yes","LT"
"2012-005736-29","No","No","Yes","Yes","No","Yes","2+","Yes","FI"
"2012-005736-29","No","No","Yes","Yes","No","Yes","2+","Yes","IT"
"2012-005736-29","No","No","Yes","Yes","No","Yes","2+","Yes","SK"
"2012-005736-29","No","No","Yes","Yes","No","Yes","2+","Yes","GR"
"2012-005736-29","No","No","Yes","Yes","No","Yes","2+","Yes","PL"
"2013-000068-27","Yes","No","No","No","No","No","2+","No","DE"
"2013-000068-27","Yes","No","No","No","No","No","2+","No","NL"
"2013-000192-33","No","No","Yes","Yes","No","Yes","2+","Yes","AT"
"2013-000192-33","No","No","Yes","Yes","No","Yes","2+","Yes","HU"
"2013-000192-33","No","No","Yes","Yes","No","Yes","2+","Yes","PT"
"2013-000192-33","No","No","Yes","Yes","No","Yes","2+","Yes","DE"
"2013-000192-33","No","No","Yes","Yes","No","Yes","2+","Yes","SE"
"2013-000192-33","No","No","Yes","Yes","No","Yes","2+","Yes","CZ"
"2013-000192-33","No","No","Yes","Yes","No","Yes","2+","Yes","EE"
"2013-000192-33","No","No","Yes","Yes","No","Yes","2+","Yes","DK"
"2013-000192-33","No","No","Yes","Yes","No","Yes","2+","Yes","LV"
"2013-000192-33","No","No","Yes","Yes","No","Yes","2+","Yes","GR"
"2013-000192-33","No","No","Yes","Yes","No","Yes","2+","Yes","BE"
"2013-000192-33","No","No","Yes","Yes","No","Yes","2+","Yes","LT"
"2013-000192-33","No","No","Yes","Yes","No","Yes","2+","Yes","IT"
"2013-000192-33","No","No","Yes","Yes","No","Yes","2+","Yes","ES"
"2013-000192-33","No","No","Yes","Yes","No","Yes","2+","Yes","PL"
"2013-000277-72","Yes","No","No","Yes","No","Yes","2+","Yes","IE"
"2013-000277-72","Yes","No","No","Yes","No","Yes","2+","Yes","SE"
"2013-000277-72","Yes","No","No","Yes","No","Yes","2+","Yes","DE"
"2013-000277-72","Yes","No","No","Yes","No","Yes","2+","Yes","NO"
